Name,Birth Year,Genres,Books
Justin Cronin,1962,['Dystopian fiction'],['The Ferryman (novel)']
Garry Kilworth,,['Fantasy'],"['Thunder Oak', 'Castle Storm', 'The Night of Kadar', 'A Theatre of Timesmiths', ""A Midsummer's Nightmare (novel)"", 'Attica (novel)']"
Janice Woods Windle,1938,nan,[]
Lois Lenski,1893,"Children's novels, picture books",[]
Connie Mason,1937,nan,[]
Doris Gates,1901,Realistic children's literature,[]
Sam McBratney,1943,nan,[]
"Alfred Tennyson, 1st Baron Tennyson",1809,nan,[]
Helen Dunmore,1952,"[""Children's fantasy""]","['Talking to the Dead (novel)', 'Love of Fat Men', 'Ingo (novel)', 'Ingo (novel)', 'The Tide Knot', 'The Deep (Dunmore novel)', 'The Crossing of Ingo']"
Suzanne Somers,1946,nan,[]
S. Fowler Wright,1874,"science fiction, mystery fiction, poetry",[]
Sylvia Plath,1932,Poetryfictionshort story,[]
"William F. Buckley, Jr.",1925,nan,[]
Emlyn Williams,1905,nan,[]
Frederic S. Durbin,,"fantasy, horror",[]
Moss Hart,1904,nan,"['You Never Know (musical)', 'On Your Toes']"
Norma Klein,1938,Young adult fiction,[]
Joan Lindsay,1896,"[""Children's literature""]","['Through Darkest Pondelayo', 'Time Without Clocks', 'Picnic at Hanging Rock (novel)', 'Syd Sixpence']"
Jonathan Lethem,1964,nan,"['Gun, with Occasional Music', 'Amnesia Moon', 'As She Climbed Across the Table', 'Girl in Landscape', 'Motherless Brooklyn (novel)', 'The Fortress of Solitude (novel)', ""You Don't Love Me Yet"", 'Chronic City', 'Dissident Gardens', ""A Gambler's Anatomy"", 'Omega the Unknown']"
Karl Schroeder,1962,Science fiction,[]
Nancy Holder,1953,['Horror novel'],['The Longest Night (Angel novel)']
Eric S. Nylund,1964,['Military science fiction'],"['Halo: The Fall of Reach', 'Halo: First Strike', 'Halo: Ghosts of Onyx']"
L. Neil Smith,1946,Libertarian science fiction,[]
Ian Stewart,,,
John Fowles,1926,nan,"['The Collector', ""The French Lieutenant's Woman"", 'Daniel Martin (novel)', 'Mantissa (novel)', 'A Maggot', 'The Tree (book)']"
Rosamunde Pilcher,1924,Romance,[]
Thomas Mann,1875,"Novel, novella",[]
Chris Van Allsburg,1949,['Fiction novel'],"[""Winter's Tale (novel)"", 'A Soldier of the Great War', 'Memoir From Antproof Case', 'Freddy and Fredericka']"
Patrick McCabe,,,
Gail Carriger,1976,"['Steampunk', ' Young adult']","['Soulless (novel)', 'Changeless (novel)', 'Blameless (novel)', 'Heartless (Carriger novel)', 'Timeless (Carriger novel)', 'Etiquette &amp; Espionage']"
Mary Johnston,1870,nan,[]
James Rollins,1961,['Thriller fantasy novel'],"[""Jake Ransom and the Skull King's Shadow""]"
Al Franken,1951,['Political satire'],"['Rush Limbaugh Is a Big Fat Idiot and Other Observations', 'Why Not Me? (novel)', 'Oh, the Things I Know!', 'Lies and the Lying Liars Who Tell Them', 'The Truth (with Jokes)']"
Don Perrin,1964,nan,[]
Joe Sacco,1960,"['Comics', ' New journalism']","['Safe Area Goražde', 'Footnotes in Gaza']"
Michael Swanwick,1950,['Science fantasy'],"['Vacuum Flowers', 'Stations of the Tide', ""The Iron Dragon's Daughter"", 'Jack Faust (novel)', 'The Periodic Table of Science Fiction', 'Vacuum Flowers', 'Stations of the Tide', ""The Iron Dragon's Daughter"", 'Jack Faust (novel)', 'Bones of the Earth', 'The Dragons of Babel', 'The Periodic Table of Science Fiction']"
Yevgeny Zamyatin,1884,"Science fiction, satire",[]
B. W. Battin,,,
Brian Aldiss,1925,nan,['Science Fiction Quiz']
Thomas Bernhard,1931,nan,[]
Anya Seton,1904,Historical fiction,[]
Paul Bannister,,nan,[]
Roderick Thorp,1936,Crime,[]
Zilpha Keatley Snyder,1927,"Fantasy novels, mainly",[]
Glen Cook,1944,"['Science fiction', ' time travel']","['Sweet Silver Blues', 'Bitter Gold Hearts', 'Cold Copper Tears', 'Old Tin Sorrows', 'Dread Brass Shadows', 'Red Iron Nights', 'Deadly Quicksilver Lies', 'Petty Pewter Gods', 'Faded Steel Heat', 'Angry Lead Skies', 'Whispering Nickel Idols', 'Cruel Zinc Melodies', 'Gilded Latten Bones', 'A Shadow of All Night Falling', 'A Shadow of All Night Falling', ""October's Baby"", 'All Darkness Met', 'A Matter of Time (Cook novel)']"
Amin Maalouf,1949,nan,[]
Barry Hughart,1934,"Fantasy, Chinoiserie",[]
Tracy Kidder,1945,"[""Children's novel""]","['How to Survive Summer Camp', 'Glubbslyme', 'Take a Good Look (novel)', 'The Story of Tracy Beaker', 'The Suitcase Kid', 'The Mum Minder', 'The Bed and Breakfast Star', 'Double Act (novel)', 'Bad Girls (Wilson novel)', 'The Lottie Project', 'The Illustrated Mum', 'Lizzie Zipmouth', 'Vicky Angel', 'Sleepovers (book)', 'Dustbin Baby', 'Secrets (novel)', 'The Worry Website', 'Midnight (Wilson novel)', 'Best Friends (Wilson novel)', 'The Diamond Girls', 'Clean Break (novel)', 'Love Lessons (novel)', 'Candyfloss (novel)', 'Kiss (Wilson novel)', 'My Sister Jodie', 'Cookie (novel)', 'Hetty Feather', 'Little Darlings (Wilson novel)', 'The Longest Whale Song', 'Lily Alone', 'Sapphire Battersea', 'The Worst Thing About My Sister', 'Four Children and It', 'Katy (novel)', 'Love Frankie']"
Gregory Benford,1941,"Science fiction, hard science fiction",[]
Walter J. Williams,,nan,"['Hardwired (novel)', 'Hardwired (novel)', 'Angel Station (novel)', 'Angel Station (novel)', 'Aristoi (novel)', 'Implied Spaces']"
Zane Grey,1872,['Western novel'],"['The Spirit of the Border', 'Riders of the Purple Sage', 'Last of the Duanes (novel)', 'The Lone Star Ranger', 'The Rainbow Trail', 'The Border Legion', 'Man of the Forest (novel)', 'Tonto Basin (novel)', 'To the Last Man (Grey novel)', 'The Day of the Beast (novel)', 'The Call of the Canyon (novel)', 'Under the Tonto Rim (novel)', 'Forlorn River', 'Nevada (Grey novel)']"
Eric L. Harry,1958,['Alternate history novel'],"['Justinian (novel)', 'Over the Wine Dark Sea', ""The Gryphon's Skull"", 'The Sacred Land', 'Owls to Athens', 'The Stolen Throne', 'The Stolen Throne', 'Worldwar: In the Balance', 'Worldwar: In the Balance', 'Worldwar: Tilting the Balance', 'Worldwar: Upsetting the Balance', 'Worldwar: Striking the Balance', 'Colonization: Second Contact', 'Colonization: Second Contact', 'Colonization: Down to Earth', 'Colonization: Aftershocks', 'Homeward Bound (Turtledove novel)', 'How Few Remain', 'The Great War: American Front', 'The Great War: American Front', 'The Great War: Walk in Hell', 'American Empire: Blood and Iron', 'American Empire: Blood and Iron', 'American Empire: The Center Cannot Hold', 'American Empire: The Victorious Opposition', 'Settling Accounts: Return Engagement', 'Settling Accounts: Return Engagement', 'Settling Accounts: Drive to the East', 'Settling Accounts: The Grapple', 'Settling Accounts: In at the Death', 'Into the Darkness (novel)', 'Darkness Descending', 'Through the Darkness (novel)', 'Rulers of the Darkness', 'Jaws of Darkness', 'Out of the Darkness (Turtledove novel)', 'Sentry Peak', 'Marching Through Peachtree', 'Advance and Retreat', 'Days of Infamy series', 'Days of Infamy series', 'Beyond the Gap', 'The War That Came Early', 'The War That Came Early']"
Giuseppe Tomasi di Lampedusa,1896,nan,[]
Mairuth Sarsfield,,nan,[]
Khaled Hosseini,1965,nan,"['The Kite Runner', 'A Thousand Splendid Suns', 'And the Mountains Echoed', 'Sea Prayer', 'The Kite Runner', 'A Thousand Splendid Suns', 'And the Mountains Echoed', 'Sea Prayer']"
Daniel Mason,,nan,[]
Alasdair Gray,1934,nan,['The Fall of Kelvin Walker: A Fable of the Sixties']
Theodore Dreiser,1871,nan,[]
Philip José Farmer,1918,nan,"['Fire and the Night', 'Traitor to the Living', 'Traitor to the Living', 'The Green Odyssey', 'Flesh (novel)', 'The Lovers (Farmer novella and novel)', 'Fire and the Night', 'Inside Outside (novel)', 'Tongues of the Moon', 'The Gate of Time', 'Night of Light', 'Lord Tyger', 'The Other Log of Phileas Fogg', 'Venus on the Half-Shell', 'Jesus on Mars', 'Dark Is the Sun', 'Greatheart Silver', 'A Barnstormer in Oz', 'The Lovers (Farmer novella and novel)']"
Christine Feehan,,"Romance, paranormal romance, fantasy, paranormal, military thriller, suspense, adventure",[]
Toby Litt,1968,nan,[]
John McPhee,1931,nan,[]
Robert Rankin,1949,['Fantasy novel'],"['Nostradamus Ate My Hamster', 'The Dance of the Voodoo Handbag', 'Apocalypso (novel)', 'Waiting for Godalming', 'The Hollow Chocolate Bunnies of the Apocalypse', 'The Witches of Chiswick', 'The Toyminator']"
Michael Shaara,,nan,[]
Andreï Makine,1957,nan,[]
Sterling North,1906,"Novels, children's books",[]
Bruce Chatwin,1940,nan,"['Girls at Play', 'Jungle Lovers', 'Saint Jack', 'The Family Arsenal', 'The Mosquito Coast (novel)', 'Millroy the Magician', 'Kowloon Tong (novel)', 'Blinding Light', 'The Great Railway Bazaar', 'Riding the Iron Rooster', 'The Happy Isles of Oceania', 'Ghost Train to the Eastern Star', 'Waldo (novel)', 'Jungle Lovers', 'Saint Jack', 'The Family Arsenal', 'The Mosquito Coast (novel)', 'Doctor Slaughter', 'O-Zone (novel)', 'My Secret History', 'Millroy the Magician', 'Kowloon Tong (novel)', 'Blinding Light', 'The Great Railway Bazaar', 'Riding the Iron Rooster', 'The Happy Isles of Oceania', 'Ghost Train to the Eastern Star']"
Joel C. Rosenberg,1967,"Bible prophecy, political thrillers, Middle East politics",[]
RICHARD NORTH PATTERSON,,,
Brian Moore,,,
James Hilton,,,
Richard Dawkins,1941,nan,"['The Selfish Gene', 'The Extended Phenotype', 'The Blind Watchmaker', 'River Out of Eden', 'Climbing Mount Improbable', 'Unweaving the Rainbow', ""A Devil's Chaplain"", ""The Ancestor's Tale"", 'The God Delusion', 'The Greatest Show on Earth: The Evidence for Evolution', 'The Magic of Reality', 'Flights of Fancy: Defying Gravity by Design and Evolution', 'Dawkins vs. Gould', 'The Root of All Evil?']"
Jeff Noon,1957,['Science fiction'],"['Pollen (novel)', 'Nymphomation', 'Needle in the Groove']"
Julia Phillips,1944,['Regency romance'],"['The Duke and I', 'The Viscount Who Loved Me', 'On the Way to the Wedding', 'The Secret Diaries of Miss Miranda Cheever', 'The Secrets of Sir Richard Kenworthy', 'The Duke and I', 'The Viscount Who Loved Me', 'On the Way to the Wedding']"
Elfriede Jelinek,1946,"Feminism, social criticism, postdramatic theatre",[]
Thomas J. Stanley,,['Autobiography'],"['Sartor Resartus', 'On Heroes, Hero-Worship, &amp; the Heroic in History', 'Past and Present (book)', ""Oliver Cromwell's Letters and Speeches"", 'Reminiscences (Carlyle)']"
Jonathan Swift,1667,nan,"['A Complete Collection of Genteel and Ingenious Conversation', 'A Tale of a Tub', 'A Complete Collection of Genteel and Ingenious Conversation', 'The New Gulliver']"
Pat O'Shea,,,
Jean Rhys,1890,"Modernism, postmodernism[1][2]",[]
Francisco Jimenez,,,
Patricia McCormick,,,
George Cockcroft,1932,['Science fiction'],"['The Dice Man', 'The Book of est', 'Adventures of Wim', 'Invasion (Rhinehart novel)', 'The Dice Man', 'Adventures of Wim', 'The Book of est']"
Jean Webster,1876,['Young Adult'],"['Daddy-Long-Legs (novel)', 'Dear Enemy (novel)']"
Bohumil Hrabal,1914,nan,"['The Cremator', 'The Cremator']"
Tim Winton,1960,nan,"['An Open Swimmer', 'Shallows', 'In the Winter Dark', 'Cloudstreet', 'The Riders', 'Blueback (novel)', 'Dirt Music', 'Breath (novel)', 'Eyrie (novel)', 'The Collected Shorter Novels of Tim Winton', 'Jesse (picture book)', 'The Bugalugs Bum Thief']"
James L. Halperin,,nan,[]
Edmund White,1940,nan,[]
Katherine Kurtz,1944,['Fantasy novel'],['Lammas Night']
Anne McLean Matthews,,,
E. L. Konigsburg,1930,"Children's novels, short stories, picture books",[]
Junichiro Tanizaki,1886,"Fiction, drama, essays, silent film scenarios","['Naomi (novel)', 'Some Prefer Nettles', 'Arrowroot (novel)', 'The Secret History of the Lord of Musashi', 'The Key (Tanizaki novel)', 'Diary of a Mad Old Man (novel)']"
Colin Thubron,,nan,[]
Mary McGarry Morris,,nan,[]
Kingsley Amis,1922,['Spy fiction'],"['Lucky Jim', 'That Uncertain Feeling (novel)', 'I Like It Here', 'Take a Girl Like You', 'The Anti-Death League', 'Girl, 20', 'The Alteration', ""Jake's Thing"", 'Stanley and the Women (novel)', 'The Old Devils', 'The Folks That Live on the Hill', 'The Russian Girl', 'The James Bond Dossier', 'Lucky Jim', 'That Uncertain Feeling (novel)', 'I Like It Here', 'Take a Girl Like You', 'The Anti-Death League', 'Colonel Sun', 'The Green Man (Amis novel)', 'Girl, 20', 'The Alteration', ""Jake's Thing"", 'Stanley and the Women (novel)', 'The Old Devils', 'The Folks That Live on the Hill', 'The Russian Girl', 'The James Bond Dossier', 'The Book of Bond', 'The Further Adventures of Lucky Jim', 'The Old Devils', 'Casino Royale (novel)', 'Live and Let Die (novel)', 'Moonraker (novel)', 'Diamonds Are Forever (novel)', 'From Russia, with Love (novel)', 'Dr. No (novel)', 'Goldfinger (novel)', 'Thunderball (novel)', 'The Spy Who Loved Me (novel)', ""On Her Majesty's Secret Service (novel)"", 'You Only Live Twice (novel)', 'The Man with the Golden Gun (novel)', 'Octopussy and The Living Daylights', 'Colonel Sun', 'Licence Renewed', 'For Special Services', 'Icebreaker (novel)', 'Scorpius (novel)', 'Cold (novel)', 'Zero Minus Ten', 'High Time to Kill', 'Devil May Care (Faulks novel)', 'Carte Blanche (novel)', 'Solo (Boyd novel)', 'Trigger Mortis', 'Forever and a Day (novel)', 'James Bond, The Spy Who Loved Me', 'James Bond and Moonraker', 'The World Is Not Enough (novel)', 'The Adventures of James Bond Junior 003½', 'James Bond: The Authorized Biography of 007', 'SilverFin', 'Blood Fever', 'Double or Die', 'Hurricane Gold', 'By Royal Command', 'Heads You Die', 'The Moneypenny Diaries: Guardian Angel', 'Secret Servant: The Moneypenny Diaries', 'The Moneypenny Diaries: Final Fling', 'The Killing Zone', 'Per Fine Ounce', 'Double O Seven, James Bond, A Report', 'The James Bond Dossier', 'The Book of Bond', 'The James Bond Bedside Companion', 'The Battle for Bond', 'Danger Society: The Young Bond Dossier', 'The Rachel Papers (novel)', 'Dead Babies (novel)', 'Success (novel)', 'Other People (novel)', 'Money (novel)', 'London Fields (novel)', ""Time's Arrow (novel)"", 'The Information (novel)', 'Night Train (novel)', 'Yellow Dog (novel)', 'House of Meetings', 'The Pregnant Widow', 'Lionel Asbo: State of England', 'The Zone of Interest', 'Inside Story (novel)', 'Invasion of the Space Invaders', 'The War Against Cliché']"
Jeff Gottesfeld,1956,nan,[]
Kracht,,nan,[]
William Hjortsberg,1941,nan,"['A Confederate General from Big Sur', 'Trout Fishing in America', 'In Watermelon Sugar', 'The Abortion: An Historical Romance 1966', 'The Hawkline Monster: A Gothic Western', 'Sombrero Fallout: A Japanese Novel', 'Dreaming of Babylon', ""So the Wind Won't Blow It All Away""]"
Wil McCarthy,1966,Science fiction,[]
Jasper Kent,,['Christian apologetics'],"['The Napoleon of Notting Hill', 'The Man Who Was Thursday', 'The Ball and the Cross', 'Manalive', 'The Flying Inn', 'The Club of Queer Trades', 'The Man Who Knew Too Much (book)', 'The Poet and the Lunatics', 'Orthodoxy (book)', 'The New Jerusalem (Chesterton book)', 'Fancies Versus Fads', 'The Everlasting Man']"
Tom Perrotta,1961,nan,"['Little Children (novel)', 'The Abstinence Teacher', ""Tracy Flick Can't Win""]"
Robertson Davies,1913,nan,"['Tempest-Tost', 'Tempest-Tost', 'Leaven of Malice', 'A Mixture of Frailties', 'Fifth Business', 'Fifth Business', 'The Manticore', 'World of Wonders (novel)', 'The Rebel Angels', 'The Rebel Angels', ""What's Bred in the Bone"", 'The Lyre of Orpheus (novel)', 'Murther and Walking Spirits', 'Murther and Walking Spirits', 'The Cunning Man']"
Hanif Kureishi,1954,nan,[]
Forrest Carter,1925,nan,[]
Auguste Maquet,1813,nan,"[""The Regent's Daughter"", 'The Three Musketeers', 'Twenty Years After', 'La Reine Margot (novel)', ""The Queen's Necklace"", 'The Black Tulip', 'The Wife of Monte Cristo', 'The Musketeer', 'The Three Musketeers (musical)']"
Fyodor Dostoyevsky,1821,['Philosophical fiction'],"['Poor Folk', 'The Double (Dostoevsky novel)', 'The Village of Stepanchikovo', 'Humiliated and Insulted', 'The House of the Dead (novel)', 'Crime and Punishment', 'The Gambler (novel)', 'The Idiot', 'The Eternal Husband', 'Demons (Dostoevsky novel)', 'The Adolescent', 'The Brothers Karamazov', 'The Landlady (novella)', ""Uncle's Dream"", 'Notes from Underground']"
Gary Shteyngart,1972,nan,[]
Anthony Horowitz,1955,nan,"['Skeleton Key (novel)', 'Ark Angel', ""Raven's Gate"", 'Evil Star (novel)', 'Nightrise', 'Oblivion (Power of Five)', 'The Diamond Brothers', 'Groosham Grange', 'The Night of the Scorpion', 'The Devil and His Boy', 'The House of Silk', 'Trigger Mortis', 'Forever and a Day (novel)', 'Magpie Murders', 'Moonflower Murders', 'The Sentence Is Death', 'The Killing Joke (novel)', 'Stormbreaker', 'Point Blanc', 'Skeleton Key (novel)', 'Ark Angel', ""Raven's Gate"", 'Evil Star (novel)', 'Nightrise', 'Necropolis (Horowitz novel)', 'Oblivion (Power of Five)', 'Trigger Mortis', 'Forever and a Day (novel)', 'The House of Silk', 'Moriarty (novel)', 'Magpie Murders', 'Moonflower Murders', 'The Word Is Murder', 'The Sentence Is Death', 'The Devil and His Boy', 'The Killing Joke (novel)', 'Mindgame (play)', 'Casino Royale (novel)', 'Live and Let Die (novel)', 'Moonraker (novel)', 'Diamonds Are Forever (novel)', 'From Russia, with Love (novel)', 'Dr. No (novel)', 'Goldfinger (novel)', 'Thunderball (novel)', 'The Spy Who Loved Me (novel)', ""On Her Majesty's Secret Service (novel)"", 'You Only Live Twice (novel)', 'The Man with the Golden Gun (novel)', 'Octopussy and The Living Daylights', 'Colonel Sun', 'Licence Renewed', 'For Special Services', 'Icebreaker (novel)', 'Scorpius (novel)', 'Cold (novel)', 'Zero Minus Ten', 'High Time to Kill', 'Devil May Care (Faulks novel)', 'Carte Blanche (novel)', 'Solo (Boyd novel)', 'Trigger Mortis', 'Forever and a Day (novel)', 'James Bond, The Spy Who Loved Me', 'James Bond and Moonraker', 'The World Is Not Enough (novel)', 'The Adventures of James Bond Junior 003½', 'James Bond: The Authorized Biography of 007', 'SilverFin', 'Blood Fever', 'Double or Die', 'Hurricane Gold', 'By Royal Command', 'Heads You Die', 'The Moneypenny Diaries: Guardian Angel', 'Secret Servant: The Moneypenny Diaries', 'The Moneypenny Diaries: Final Fling', 'The Killing Zone', 'Per Fine Ounce', 'Double O Seven, James Bond, A Report', 'The James Bond Dossier', 'The Book of Bond', 'The James Bond Bedside Companion', 'The Battle for Bond', 'Danger Society: The Young Bond Dossier']"
Marilyn Monroe,1926,nan,['Best Seller']
Sloan Wilson,1920,nan,"['The Man in the Gray Flannel Suit (novel)', 'A Summer Place (novel)', 'The Man in the Gray Flannel Suit II']"
Farley Mowat,1921,"Memoir, Young adult fiction, Non-fiction",[]
Joan D. Vinge,1948,nan,"['The Snow Queen (Vinge novel)', 'Ladyhawke (novel)']"
April Stevens,1929,['Fantasy novel'],"['Gardens of the Moon', 'Deadhouse Gates', 'Memories of Ice', 'House of Chains', 'Toll the Hounds', 'Dust of Dreams (novel)', 'The Crippled God (novel)', 'Night of Knives', 'Return of the Crimson Guard', 'Orb Sceptre Throne', 'Assail (novel)', 'Forge of Darkness', 'Fall of Light', ""Dancer's Lament"", 'Deadhouse Landing', ""Kellanved's Reach"", 'The God Is Not Willing', 'Blood Follows', 'The Healthy Dead', ""The Lees of Laughter's End"", ""Crack'd Pot Trail"", 'The Wurms of Blearmouth']"
Joe Klein,1946,nan,[]
Alexander Chee,1967,nan,[]
Mordecai Richler,1931,['Historical Fiction'],"['Son of a Smaller Hero', 'A Choice of Enemies', 'The Apprenticeship of Duddy Kravitz (novel)', 'The Incomparable Atuk', 'Cocksure', ""St. Urbain's Horseman"", 'Joshua Then and Now', 'Solomon Gursky Was Here', ""Barney's Version (novel)""]"
Pierre Choderlos de Laclos,1741,nan,"['Les Liaisons dangereuses', 'Dangerous Liaisons', 'Perro amor (Colombian TV series)', 'Perro amor (American TV series)']"
Paul S. Kemp,,nan,[]
Jim Harrison,1937,"Fiction, non-fiction, poetry",[]
Jeff Long,,,
Philip D. Eastman,1909,nan,"['Band on the Run', 'Band on the Run', 'Moral Inquiries on the Situation of Man and of Brutes', ""Animals' Rights"", 'Evolutional Ethics and Animal Psychology', 'The Universal Kinship', 'The New Ethics', 'Animal Liberation (book)', 'The Case for Animal Rights', 'Morals, Reason, and Animals', 'Do Animals Have Rights? (book)', 'The Lives of Animals', 'Striking at the Roots', 'An American Trilogy (book)', 'An Introduction to Animals and Political Theory', 'Animal Rights Without Liberation', 'Animal (De)liberation', 'Sentientist Politics', 'Wild Animal Ethics', 'Animal Ethics in the Wild', 'Your Mommy Kills Animals', 'The Ghosts in Our Machine', 'An Essay on Abstinence from Animal Food, as a Moral Duty', 'Vegetable Cookery', 'A Vindication of Natural Diet', 'Moral Inquiries on the Situation of Man and of Brutes', 'Fruits and Farinacea', 'The Ethics of Diet', ""Shelley's Vegetarianism"", 'Why I Am a Vegetarian', 'Figs or Pigs?', 'The New Ethics', 'Living the Good Life', 'Ten Talents (cookbook)', 'Diet for a Small Planet', 'The Vegetarian Epicure', 'The Farm Vegetarian Cookbook', ""Laurel's Kitchen"", 'Moosewood Cookbook', 'Fit for Life', 'Diet for a New America', 'The Sexual Politics of Meat', 'Vegetarian Cooking for Everyone', 'The China Study', 'Skinny Bitch', 'The Bloodless Revolution (book)', 'Eating Animals', 'Why We Love Dogs, Eat Pigs, and Wear Cows', 'Animal (De)liberation', 'The End of Animal Farming']"
Joseph O'Connor,1963,nan,[]
Pauline Alama,,,
Dick Francis,1920,Crime fiction,[]
David Langford,1953,nan,[]
Ben Jonson,1572,nan,[]
Bernard Malamud,1914,"Novel, short story",[]
Scott Ciencin,1962,"Children's, fantasy, horror",[]
Peter O'Donnell,1920,['Spy fiction'],"['Modesty Blaise (novel)', 'Sabre-Tooth', ""I, Lucifer (O'Donnell novel)"", 'The Impossible Virgin', 'Last Day in Limbo', 'The Night of Morningstar', 'Modesty Blaise (novel)', 'Sabre-Tooth', ""I, Lucifer (O'Donnell novel)"", ""A Taste for Death (O'Donnell novel)"", 'The Impossible Virgin', 'Last Day in Limbo', 'The Night of Morningstar', 'Cobra Trap']"
Eoin Colfer,1965,['Comic science fiction'],"['Artemis Fowl (novel)', 'Artemis Fowl and the Arctic Incident', 'Artemis Fowl and the Eternity Code', 'Artemis Fowl and the Opal Deception', 'Artemis Fowl and the Lost Colony', 'Artemis Fowl and the Time Paradox', 'Artemis Fowl and the Atlantis Complex', 'Artemis Fowl and the Last Guardian', 'The Fowl Twins (novel)', 'The Fowl Twins Deny All Charges', 'The Fowl Twins Get What They Deserve', 'The Wish List (novel)', 'The Supernaturalist', 'Half Moon Investigations', 'Click (novel)', 'Airman (novel)', 'And Another Thing... (novel)', 'Plugged (novel)', ""The Hitchhiker's Guide to the Galaxy (novel)"", 'The Restaurant at the End of the Universe', 'Life, the Universe and Everything', 'So Long, and Thanks for All the Fish', 'Mostly Harmless', ""Douglas Adams's Starship Titanic: A Novel"", 'The Salmon of Doubt']"
Mark Dunn,1956,nan,[]
James Baldwin,1924,"['Adventure', ' Nautical', ' Juvenile']","['Memoirs Illustrating the History of Jacobinism', 'Democracy in America', 'The Concept of the Political', 'The Conservative Mind', 'The Conscience of a Conservative', 'How to Be a Conservative', 'The Light That Failed', 'Captains Courageous', 'Kim (novel)', 'From Sea to Sea and Other Sketches, Letters of Travel', 'Stalky &amp; Co.', ""Puck of Pook's Hill"", 'Rewards and Fairies']"
Cynthia Rylant,1954,nan,[]
Mumia Abu-Jamal,1954,nan,[]
J. M. Barrie,1860,nan,"['Peter Pan in Kensington Gardens', 'Margaret Ogilvy']"
David Benioff,1970,['Historical fiction'],"['The 25th Hour', 'City of Thieves (novel)']"
Meindert DeJong,1906,nan,"[""Kenny's Window"", 'Where the Wild Things Are', 'In the Night Kitchen', 'Seven Little Monsters', 'Outside Over There', 'Little Bear (book)', 'Little Bear (book)', ""Kenny's Window"", 'Where the Wild Things Are', 'In the Night Kitchen', 'Seven Little Monsters', 'Outside Over There']"
Walter Dean Myers,1937,"Young adult novels, nonfiction, poetry","['Fast Sam, Cool Clyde, and Stuff', 'Motown and Didi', 'Crystal (novel)', 'Scorpions (novel)', 'Fallen Angels (Myers novel)', 'Monster (Myers novel)', 'Jazz (picture book)', 'Frederick Douglass: The Lion Who Wrote History']"
James Joyce,1882,nan,"['A Portrait of the Artist as a Young Man', 'Ulysses (novel)', 'Finnegans Wake', 'A Portrait of the Artist as a Young Man', 'Ulysses (novel)', 'Finnegans Wake', 'Chamber Music (poetry collection)', 'The Gutenberg Galaxy', 'War and Peace in the Global Village']"
Sister Souljah,1963,['Literary fictionUrban fiction'],"['The Coldest Winter Ever', 'Midnight: A Gangster Love Story', 'Midnight and the Meaning of Love']"
Daniel Dennett,1942,nan,"['Brainstorms', 'Elbow Room (Dennett book)', 'Consciousness Explained', ""Darwin's Dangerous Idea"", 'Sweet Dreams (Dennett book)', 'From Bacteria to Bach and Back', 'The End of Faith', 'Atheist Manifesto: The Case Against Christianity, Judaism, and Islam', 'Manifesto of Evolutionary Humanism', 'Breaking the Spell (Dennett book)', 'The God Delusion', 'Letter to a Christian Nation', 'The Root of All Evil?', 'God Is Not Great', 'God: The Failed Hypothesis', 'Godless (Barker book)', ""Darwin's Angel"", 'The Dawkins Delusion?', 'The Irrational Atheist', 'Atheist Delusions', 'The Case for God', 'Unscientific America', 'The Rage Against God', 'The Evolution of Atheism']"
John Archambault,,nan,[]
Syd Hoff,1912,nan,[]
Rick Moody,1961,"['Family', ' Drama', ' Tragicomedy']",['The Ice Storm']
Sally Morgan,,,
K.M. Soehnlein,,nan,[]
Poppy Z. Brite,1967,['Horror'],"['Drawing Blood', 'Exquisite Corpse (novel)']"
Diane Duane,1952,nan,['Star Trek: The Next Generation']
Eva Ibbotson,1925,"[""Children's Fantasy novel""]","['The Ogre Downstairs', 'Eight Days of Luke', 'The Homeward Bounders', 'The Magicians of Caprona', 'Witch Week', ""Conrad's Fate"", 'Charmed Life (novel)', 'The Magicians of Caprona', 'Witch Week', 'The Lives of Christopher Chant', ""Conrad's Fate"", 'The Pinhoe Egg', 'Charmed Life (novel)', 'The Lives of Christopher Chant', ""Conrad's Fate"", 'Witch Week', 'The Magicians of Caprona', 'Cart and Cwidder', 'Drowned Ammet', 'The Spellcoats', 'Year of the Griffin', 'The Ogre Downstairs', 'Eight Days of Luke', 'Dogsbody (novel)', 'Power of Three (novel)', 'The Homeward Bounders', ""Archer's Goon"", 'Enchanted Glass']"
Henry David Thoreau,1817,['Memoir'],"['A Week on the Concord and Merrimack Rivers', 'Walden']"
Jonathan Raban,1942,nan,[]
Fred Hoyle,1915,nan,[]
Joseph Heller,1923,nan,"['Catch-22', 'Something Happened', 'Good as Gold (novel)', 'God Knows (novel)', 'Picture This (novel)', 'Closing Time (novel)', 'No Laughing Matter (book)', 'Catch-22', 'Something Happened', 'Good as Gold (novel)', 'God Knows (novel)', 'Picture This (novel)', 'Closing Time (novel)', 'Portrait of an Artist, as an Old Man', 'No Laughing Matter (book)']"
