Book Title,Author,Publication Year,Genres,Summary,Rating Count,Average Rating,Number of Pages,Best Seller,Film,Saga,Preceded by,Followed by
The Gods Are Thirsty (Tanith Lee),Tanith Lee,1996,['Historical fiction'],,,,,False,False,,,
Women as Demons: The Male Perception of Women through Space and Time,Tanith Lee,1989,"['Fantasy', ' science fiction']",,,,274,False,False,,,
The Testament (Lustbader novel),Eric Van Lustbader,2006,"['Thriller', ' Crime']","The book is about Braverman Shaw, whose father, Dexter Shaw, is killed by an explosion. After his death, Braverman, or Bravo to his friends, finds out that his father was a member of the Gnostic Observant, a group who possess a very old secret of Jesus Christ. Bravo has to find the secret and keep it hidden from their sworn enemies, the Knights of Saint-Clemens. His father left behind a maze, which Bravo has to solve to find the secret. During his journey, he is attacked by the Knights multiple times, and they are closer than he thinks.
",,,480,False,False,,,
The Ninja (novel),Eric Van Lustbader,1980,"['Thriller', ' Crime novel']","It is initially set in Japan following the end of World War II and follows the story of Nicholas Linnear, a man raised by Anglo-Chinese parents.
",,,442,False,True,,,
The Bourne Legacy (novel),Eric Van Lustbader,2004,['Spy'],"With the climactic events of The Bourne Ultimatum behind him, Jason Bourne is able to once again become David Webb, now professor of linguistics at Georgetown University. However, this serenity does not last for long and, when a silenced gunshot narrowly misses Webb's head, the Bourne persona awakens in him yet again.
",,,464,False,True,Jason Bourne,The Bourne Ultimatum,The Bourne Betrayal
The Bourne Betrayal,Eric Van Lustbader,2007,"['Spy', ' thriller']","At the beginning of the book, Bourne is in Doctor Sunderland's office. Sunderland, recommended by Lindros, is a specialist in memory restoration and miniaturization. Unfortunately for Bourne, he doesn't know that this man posing as Sunderland is actually Costin Veintrop, hired by Fadi to mess with Bourne's brain by creating new memories. These new memories can be evoked by new smells or even hearing things. As Bourne exits the office two things happen: Veintrop calls Fadi and tells him the work is done, and Bourne receives a call that Martin is missing. He then catches a cab and heads back to the CIA headquarters to talk to the Old Man.
",,,496,False,False,Jason Bourne,The Bourne Legacy,The Bourne Sanction
The Bourne Deception,Eric Van Lustbader,2009,"['Spy', ' thriller']","The Bourne Deception picks up where The Bourne Sanction left off. Jason Bourne's nemesis, Arkadin, is still hot on his trail and the two continue their struggle, reversing roles of hunter and hunted. When Bourne is ambushed and badly wounded in Bali, he fakes his death and goes into hiding. Only his close friends, Moira Trevor and Freddie Willard are aware that he is alive. In safety, he takes on a new identity, and begins a mission to find out who tried to assassinate him. Jason begins to question who he really is, how much of him is tied up in the Bourne identity, and what he would become if that was suddenly taken away from him. Shortly after, an American passenger airliner is shot down over Egypt by an Iranian missile. This is where a global conspiracy is revealed. Bud Halliday is at the helm of manipulations by NSA assisted by a wet-work outfit known as Black River. DCI Veronica Hart was an ex-employee of Black River like Moira Trevor and is at loggerheads with the intentions of Bud Halliday. Moira Trevor has started her own company which is a direct competitor of Black River. A global investigative team, led by Soraya Moore, is assembled to get at the truth of the situation before it can escalate into an international scandal. The conspiracy is discovered by one of Moira's employees and he is subsequently killed with Moira being left in grave danger. The trail to his assassin leads Bourne to Seville. On the way there, he meets Tracy Atherton, who tells him that she is going to Seville to buy the 14th Black Painting. In Seville, Bourne is attacked in a bullfighting arena by a killer named The Torturer. Later on, search for the man who shot him intersects with the search for the people that brought down the airliner, leading Bourne into one of the most deadly and challenging situations he has ever encountered. With the threat of a new world war brewing, Bourne finds himself in a race against time to uncover the truth and find the person behind his assault, all the while stalked by his unknown nemesis.
",,,432,False,False,Jason Bourne,The Bourne Sanction,The Bourne Objective
The Bourne Objective,Eric Van Lustbader,2010,"['Spy', ' thriller']",,,,448,False,False,Jason Bourne,The Bourne Deception,The Bourne Dominion
The Bourne Dominion,Eric Van Lustbader,2011,"['Spy', ' thriller']","Jason Bourne is searching for an elusive cadre of terrorists planning to destroy America's most strategic natural resources-and needs the help of his longtime friend, General Boris Karpov. Karpov, the newly appointed head of Russia's most feared spy agency, FSB-2, is one of the most determined, honorable, and justice-hungry men that Bourne knows. But Karpov has made a deal with the devil. In order to remain the head of FSB-2, he must hunt down and kill Bourne. Now, these two trusted friends are on a deadly collision course. From the Colombian highlands to Munich, Cadiz, and Damascus, the clock is counting down to a disaster that will cripple America's economic and military future. Only Bourne and Karpov have a chance to avert the catastrophe-but if they destroy each other first, that chance will be gone forever.
",,,432,False,False,Jason Bourne,The Bourne Objective,The Bourne Imperative
The Bourne Imperative,Eric Van Lustbader,2012,"['Spy', ' thriller']","The man Jason Bourne fished out of the freezing sea is near death, half-drowned and bleeding profusely from a gunshot wound. He awakens with no memory of who he is or why he was shot-and Bourne is eerily reminded of his own amnesia. Then Bourne discovers that the Mossad agent named Rebeka is so determined to find this injured man that she has gone off the grid, cut her ties to her agency, and is now being stalked by Mossad's most feared killer. Do the answers to these mysteries lie back in southeast Lebanon, in a secret encampment to which Bourne and Rebeka escaped following a firefight weeks ago? The complex trail links to the mission given to Treadstone directors Peter Marks and Soraya Moore: find the semi-mythic terrorist assassin known as Nicodemo. In the course of Bourne's desperate, deadly search for a secret that will alter the future of the entire world, he will experience both triumph and loss, and his life will never be the same. Now everything turns on the amnesiac. Bourne must learn his identity and purpose before both he and Rebeka are killed. From Stockholm to Washington, D.C., from Mexico City to Beijing, the web of lies and betrayals extends into a worldwide conspiracy of monumental proportions.
",,,448,False,False,Jason Bourne,The Bourne Dominion,The Bourne Retribution
The Bourne Retribution,Eric Van Lustbader,2013,"['Spy', ' thriller']","Bourne's friend Eli Yadin, head of Mossad, learns that Ouyang Jidan, a senior member of China's Politburo, and a major Mexican drug lord may have been trafficking in more than drugs. Yadin needs Bourne to investigate. Bourne agrees, but only because he has a personal agenda: Ouyang Jidan is the man who ordered Rebeka—one of the only people Bourne has ever truly cared about—murdered. Bourne is determined to avenge her death, but in the process he becomes enmeshed in a monstrous worldwide scheme involving the Chinese, Mexicans, and Russians. Bourne's desperate search for Ouyang takes him from Tel Aviv to Shanghai, Mexico City, and, ultimately, a village on China's coast where a clever trap has been laid for him. Bourne finds himself pursued on all sides and unsure whom he can trust.
",,,432,False,False,Jason Bourne,The Bourne Imperative,The Bourne Ascendancy
The Bourne Ascendancy,Eric Van Lustbader,2014,"['Spy', ' thriller']","Bourne has been hired to impersonate a high-level government minister at a political summit meeting in Qatar, shielding the minister from any assassination attempts. Suddenly, armed gunmen storm the room, killing everyone but Bourne. Their target, however, isn't the minister Bourne impersonates, but is Bourne himself.
",,,454,False,False,Jason Bourne,The Bourne Retribution,The Bourne Enigma
The Bourne Enigma,Eric Van Lustbader,2016,"['Spy', ' thriller']","On the eve of Russian general Boris Karpov's wedding, Jason Bourne receives an enigmatic message from his old friend and fellow spymaster. In Moscow, what should be a joyous occasion turns bloody and lethal. Now Bourne is the only one who can decipher Karpov's cryptogram. He discovers that Karpov has betrayed his sovereign to warn Bourne of a crippling disaster about to be visited on the world. Bourne has only four days to discover the nature of the disaster and stop it.
",,,432,False,False,Jason Bourne,The Bourne Ascendancy,The Bourne Initiative
Black Blade (novel),Eric Van Lustbader,1993,['Thriller novel'],"In New York City, a series of murders begin. In Washington, a plot conceived at the highest levels of American government is at work to bring the nation of Japan to its knees. In Tokyo, a power struggle is nearing its final stages for control of the Black Blade Society, an ostensibly political cabal whose motives may encompass far more than politics.[1]
",,,464,False,False,,,
The Mezzanine,Nicholson Baker,1988,,"On the surface, the novel deals with a man's lunchtime trip up an escalator in the mezzanine of the office building where he works (a building based on Baker's recollections of Rochester's Midtown Plaza). The substance of the novel, however, is taken up with the thoughts that run through a person's mind in any given few moments, and the ideas that might result if they were given the time to think these thoughts through to their conclusions. The Mezzanine tells this story through the extensive use of footnotes—some of them comprising the bulk of the page—as the narrator travels through his own mind and past. The footnotes are quite detailed and sometimes diverge into multiple levels of abstraction. Near the end of the book, there is a multi-page footnote on the subject of footnotes themselves.
",,,144,False,False,,,Room Temperature
Room Temperature (novel),Nicholson Baker,1990,,,,,128,False,False,,,
Vox (Nicholson Baker novel),Nicholson Baker,1992,,,,,,,,,,
The Fermata,Nicholson Baker,1994,,"Arno Strine, a temp in Boston, discovers he can stop time when he is a young man.  He works on this power, and learns how to trigger and control these time stoppages.  However, instead of becoming rich or a diabolic criminal, Strine becomes an elaborate voyeur.  He stops time so that he can see women naked, and eventually creates scenarios that he can watch after he allows time to start again.  But despite his enjoyment of this power, Arno wants a real relationship, and he overcomes his shyness to begin a relationship.  When he finally consummates this relationship, his power to stop time passes to his girlfriend, whose own time adventures begin.  Arno works on the story of this time power, under the title ""The Fermata.""
",,,303,True,True,,,
Checkpoint (novel),Nicholson Baker,2004,,,,,,,,,,
House of Holes,Nicholson Baker,2011,,,,,,,,,,
U and I: A True Story,Nicholson Baker,1991,['Biography'],,,,179,False,False,,Room Temperature,
Human Smoke,Nicholson Baker,2008,"['History', ' Pacifism']",,,,576,False,False,,,
The Way the World Works,Nicholson Baker,2012,"['Non-fiction', ' Essays']",,,,317,False,False,,,
Revelation Space,Alastair Reynolds,2000,['Science fiction'],,,,560,False,False,Revelation Space,,Chasm City
Chasm City,Alastair Reynolds,2001,['Science fiction'],,,,,False,False,Revelation Space,Revelation Space,Redemption Ark
Redemption Ark,Alastair Reynolds,2002,['Science fiction'],"The novel takes place around the planets Yellowstone and Resurgam, in two story lines which converge near the climax of the novel.
",,,576,False,False,Revelation Space,Chasm City,Absolution Gap
Absolution Gap,Alastair Reynolds,2003,['Science fiction'],"The plot of the novel takes place in four separate time periods. The bulk of the novel is contained in the 2675 and 2727 sections.
",,,565,False,False,Revelation Space,Redemption Ark,The Prefect
The Prefect,Alastair Reynolds,2007,['Science fiction'],"The Prefect is set in the 25th century in the  Glitter Band, the realm of thousands of orbital habitats surrounding the planet Yellowstone in the Epsilon Eridani system, and the height of human civilization at the time. Events take place prior to the advent of the Melding Plague that had already ruined the Glitter Band and caused a massive decline in Yellowstone civilization at the time of the other Revelation Space novels. Tom Dreyfus is the titular prefect, a member of a special investigations police force called Panoply that is responsible for protecting the Glitter Band.
",,,512,False,False,Revelation Space,Absolution Gap,Elysium Fire
Elysium Fire,Alastair Reynolds,2018,['Science fiction'],,,,416,False,False,Revelation Space,Aurora Rising,
Blue Remembered Earth,Alastair Reynolds,2012,['Science fiction novel'],"Reynolds first announced his plans to write the Poseidon's Children trilogy (known at the time as the ""11k"" trilogy) in early 2009. He described the first novel of the series as featuring a utopian future where Africa is a leading technological power. Blue Remembered Earth was initially scheduled for publication in 2011, but was ultimately released in January 2012.
",,,,False,False,,,On the Steel Breeze
On the Steel Breeze,Alastair Reynolds,2013,['Science fiction novel'],"On the Steel Breeze is set in the 24th century, 200 years after the events of Blue Remembered Earth. It depicts a massive interstellar colonization effort, involving hundreds of immense generation ships known as ""holoships"" carrying millions of humans to extrasolar planets. The holoships are propelled to relativistic velocities by engines based on exotic ""Chibesa physics"", but are in danger of overshooting their target planets due to a lack of fuel for deceleration. Meanwhile, the ocean-dwelling transhumans of the United Aquatic Nations have become one of Earth's pre-eminent powers, and the colonization of Venus is underway.
",,,,False,False,,Blue Remembered Earth,Poseidon's Wake
Poseidon's Wake,Alastair Reynolds,2015,['Science fiction novel'],"Reynolds submitted the manuscript of Poseidon's Wake to Gollancz in October 2014,[1] and completed his editorial revisions in November 2014.[2] Gollancz released the novel's cover art and announced its print and digital release date in January 2015.[3]
",,,608,False,False,,On the Steel Breeze,
Revenger (novel),Alastair Reynolds,2016,['Space Opera'],,,,411,False,False,Revenger Trilogy,,Shadow Captain
Shadow Captain (novel),Alastair Reynolds,2019,['Space opera'],"Three months after the events of the novel Revenger, Arafura ('Fura') Ness finds herself in command of the Revenger. They break into a bauble in order to raid a cache of fuel. Barely escaping 'twinkle-heads' found inside, they retreat back to space. Surt and Adrana believe they are being followed by another ship, but Fura dismisses the concern. A book is found on board that documents the history of Occupations, but in addition there is a second timeline that hints at the existence of ""Shadow Occupations"".
",,,432,False,False,Revenger Trilogy,Revenger,Bone Silence
Bone Silence,Alastair Reynolds,2020,['Science fiction'],,,,496,False,False,Revenger Trilogy,Shadow Captain,
Pushing Ice,Alastair Reynolds,2005,['Science fiction novel'],"Pushing Ice begins in the distant future, where the elected rulers of the ""Congress of the Lindblad Ring"" gather to decide on a suitable ceremony to honour a woman they consider responsible for the technological advancement and territorial expansion of the future human race, Bella Lind. To explain her role, the chronology is then pushed back to the early days of humanity's crewed exploration of the Solar System, where it is explained that Lind is the captain of the Rockhopper, a spacecraft used for mining cometary ice. While on a routine mission, Lind is informed that Saturn's moon Janus has deviated from its normal orbit, and is accelerating out of the Solar System. The Rockhopper, deemed the only ship capable of catching up to Janus, is asked to undertake the task of pursuing the moon, sending back as much information as possible before being forced to turn back by the limitations of fuel and supplies. However, on their approach to the moon, revealed to be a camouflaged alien spacecraft, Lind and her crew are caught in the field of the ship's inertialess drive, causing them to travel farther and faster than expected, and beyond their capacity to return to Earth. Realising their predicament, the crew decide to land on the moon and attempt to survive the flight out of the Solar System, wherever it may take them. Eventually it becomes apparent that the ship is heading towards Spica, a close binary pair in the constellation of Virgo.
",,,460,False,False,,,
House of Suns,Alastair Reynolds,2008,['Science fiction'],,,,,False,False,,,
Terminal World,Alastair Reynolds,2010,['Science fiction'],"The novel is set in an unspecified distant future. Human civilization is largely confined to the city of Spearpoint, home to more than 30 million people. Spearpoint (colloquially called the Godscraper) is built on the surface of a vast artificial spire made of a nameless, nearly impermeable black substance. Both Spearpoint and its surroundings are divided into zones: regions of space-time that exist at different energy states. Different zones support different levels of technology, and humans require periodic drug treatments to survive outside their native zone. Within Spearpoint itself, individual zones designate different precincts within the city; further away, they become much larger, with some on the opposite side of the world encompassing entire geographic regions. Spearpoint consists of six precincts of ascending technological advancement: Horsetown, Steamville, Neon Heights, Circuit City, the cybertowns/cyborg polities, and the Celestial Levels. Deep inside Spearpoint's spire is a theorized core, called the Mire or the Eye of God, near which the zones become exponentially smaller.
",,,487490,False,False,,,
Harvest of Time,Alastair Reynolds,2013,['Fiction'],"The Doctor and the Master must make an uneasy alliance to overcome a common enemy, the Sild, which have been attacking the Earth and using the Master as their tool of conquest. With the Brigadier, UNIT, and others gradually forgetting who the Master is, the Doctor and the Master must defeat the Sild before the Master becomes unstitched from time and the Earth is overrun by the vicious Sild.[2][5] The events of the novel take place at some point after The Dæmons and before The Sea Devils; settings include a North Sea oil rig and a distant planet in a very distant future.[6]
",,,368,False,False,Doctor Whobook,,
The Medusa Chronicles,Alastair Reynolds,2016,['Science fiction'],"The novel expands on the premise of Clarke's story, taking the main character into the distant future, while also going into the past to show that both the novel and the original Clarke story are set in an alternative history where in 1968, NASA and the Soviet space program united to prevent an asteroid from impacting Earth.
",,,336,False,False,,A Meeting with Medusa,
Galactic North,Alastair Reynolds,2006,['Science fiction'],,,,,False,False,,,
Master and Commander,Patrick O'Brian,1969,"['Historical novel', ' sea novel']","The novel opens on 18 April 1800 and covers the period until mid 1801,[1] the action being portrayed within the historical setting of War of the Second Coalition, one phase in England's long and continuing war against the French following Nelson's victories in the Mediterranean, including the British victory at the 1798 Battle of the Nile. Events in the novel also largely take place in the Mediterranean, with the French, British, and Spanish navies attempting to capture and disrupt the merchant shipping of their enemies. 
",,,38423503,False,True,Aubrey–Maturin series,,Post Captain
The Mauritius Command,Patrick O'Brian,1977,['Historical novel'],"Jack Aubrey and Sophia Williams are married and the parents of twin girls. They live at Ashgrove Cottage on his half-pay, not enough to support fellow navy men in the household. Sophia's mother has lost her money, including Sophia's portion, and now lives with them. They have Cecelia, Sophia's niece, in their household as well. As much as he loves Sophia, Aubrey is ready to go to sea again. Stephen Maturin comes to call, and soon after Aubrey's orders are delivered from the port Admiral. He is given command of the 38-gun frigate HMS Boadicea. At Plymouth, he picks up orders and Mr R T Farquhar, a political gentleman. He is to sail to the station at Cape Town where the ships of a convoy will meet. Not long away from home, they meet with the French ship Hébé which is escorting a captured merchant ship. The Boadicea captures both ships. Aubrey sends the prizes to Gibraltar. The timely capture allows the ship to send letters home, gain a French cook and the Hébé's English prisoners, all able seamen. The long journey in the Atlantic gives Aubrey time to bring the crew of the Boadicea up to his standards of efficiency in gunnery and gives Maturin and Farquhar time to develop strategies.
",,,294268,False,True,Aubrey-Maturin series,HMS Surprise,Desolation Island
The Fortune of War,Patrick O'Brian,1979,['Historical novel'],"HMS Leopard sails from Desolation Island to Port Jackson where she drops off her few prisoners. Captain Bligh is already handled, so she proceeds to the Dutch East Indies station and Admiral Drury at Pulo Batang. Leopard is declared unfit for guns due to wood rot, and will probably be a troop transport. Jack Aubrey and his followers are to board the courier ship La Flèche, as his next command, Acasta, awaits him in England. The rest of the crew is left with Admiral Drury. Maturin learns the success of his scheme to damage French intelligence sources from Wallis, and relays the name of a contact in the Royal Navy, mentioned by Louisa Wogan. They join a cricket game, ended abruptly by the arrival of La Flèche, which also brings mail to them. Captain Yorke visited Sophia Aubrey before leaving England, bringing Jack a personal letter and gifts from her.
",,,280,False,True,Aubrey-Maturin series,Desolation Island,The Surgeon's Mate
The Surgeon's Mate,Patrick O'Brian,1980,['Historical novel'],"Sailing into Halifax, the victorious HMS Shannon contends with her losses in officers and crew, with particular concern for Captain Broke, who lies unconscious from head wounds. The American Captain Lawrence dies en route from the battle, and is buried at Halifax. Once in port, as prisoners of war are taken ashore and the British Navy deserters identified among them, the Shannons and her passengers, Captain Jack Aubrey, Dr Stephen Maturin, and Mrs Diana Villiers feel the full joy of the first naval victory in this war with America. Maturin communicates with Major Beck, an army counterpart in intelligence work. At the victory ball, Aubrey is pursued by Amanda Smith, known to Diana for her deceiving ways. Aubrey tires of her after a night, yet she persists. Aubrey receives his first letters from his wife Sophia since the Leopard was left in the Dutch East Indies, so long ago. Others write the report of Broke's victory, to speed the official news to England.
",,,382,False,True,Aubrey–Maturin series,The Fortune of War,The Ionian Mission
The Ionian Mission,Patrick O'Brian,1981,['Historical novel'],"Maturin and Villiers are happily married. After a time together in their new house on Half Moon Street, Maturin settles in his rooms at The Grapes, where Diana comes often, and from which he walks to breakfast with her daily. He has missions to do, and Aubrey needs to get away from his financial problems. Aubrey gets a stint on HMS Worcester for Toulon blockade duty. Jagiello brings the Maturins to port in his own carriage, which upsets, making Stephen’s arrival rather last-minute.
",,,368,False,True,Aubrey-Maturin series,The Surgeon's Mate,Treason's Harbour
Treason's Harbour,Patrick O'Brian,1983,['Historical novel'],"The Surprises wait at Malta while their ship is slowly repaired after their successful mission on the Ionian coast. Aubrey and Maturin meet Mrs Laura Fielding at music parties she holds. She is waiting for news of her husband, a naval lieutenant who is a prisoner-of-war in France. One of the three groups of French intelligence agents in Malta uses Fielding's plight to manipulate her into spying for them. Aubrey saves her huge dog Ponto from a fall in the cistern. This endears Aubrey to Ponto, leading the gossips of Malta to assume he is carrying on an affair with Mrs Fielding. She asks Maturin to help her satisfy the French agents. They let it appear to the French spies as if they are conducting an affair, and Maturin prepares false materials for her to pass on. The new Commander of the Mediterranean fleet, Admiral Sir Francis Ives and acting second secretary Andrew Wray, arrive in Malta with their own advisor on Turkish affairs. Once Aubrey learns that an earlier prize was accepted by the board, he has money to speed up repairs on Surprise. Before he leaves Malta, Graham describes Lesueur, a French agent known to him. Unbeknownst to Maturin, Wray meets with Lesueur, receives payments from him and learns what Maturin has done to French spies. Maturin is delighted to receive his diving bell, built on Edmond Halley's design. He and Heneage Dundas test it out from Dundas’s ship. It travels with Maturin on the next mission.
",,,408,False,True,Aubrey-Maturin series,The Ionian Mission,The Far Side of the World
The Far Side of the World,Patrick O'Brian,1984,['Historical novel'],"Aubrey meets Admiral Ives, now in Gibraltar, who is pleased with the last mission of HMS Surprise, despite Aubrey's negative report. Mr Yarrow will rephrase it to make the success clearer to the Admiralty. The admiral is now a peer, his deepest wish, and he is a happy man. Aubrey dines with Laura Fielding and her husband, Lieutenant Fielding, who is now satisfied that his wife is true to him and thanks Aubrey for bringing her from Malta to Gibraltar (though it is Maturin who brought her to the ship, saving her from two assassins). Maturin receives news from his intelligence-chief in London, Sir Joseph Blaine, confirming high level infiltration of British intelligence by the French. Maturin's wife Diana has heard rumours of his pretended infidelity in Valletta, Malta, with Mrs Fielding for intelligence reasons. He sends her a letter via Andrew Wray, unsuspecting of Wray's role as a French agent. Maturin learns of his success in Malta, destroying the French intelligence network based there, all but André Lesueur taken.
",,,366,False,True,Aubrey-Maturin series,Treason's Harbour,The Reverse of the Medal
The Reverse of the Medal,Patrick O'Brian,1986,['Historical novel'],"Jack Aubrey and his crew make their way in a much knocked-about Surprise from the small island near the equator in the Pacific Ocean to the West Indies Squadron at Bridgetown with their American prisoners in a recaptured whaler. Aubrey learns that Sally Mputa was pregnant when they parted over twenty years earlier, at the moment of meeting his grown son, Samuel Panda, who appears to meet him and seek his blessing. Samuel is on his way to the Brazils with Catholic missionaries. Aubrey and Maturin like the young man, and Maturin promises to aid him in his wish to become a priest, as his being illegitimate is a barrier to taking orders. After the court martial for the British mutineers among Aubrey's prisoners, Aubrey leaves quickly for home. The voyage home is enlivened by a chase of the privateer Spartan, which slips away in fog through the blockade to Brest.
",,,256,False,True,Aubrey-Maturin series,The Far Side of the World,The Letter of Marque
The Letter of Marque,Patrick O'Brian,1988,['Historical novel'],"Jack Aubrey, now a civilian, prepares the Surprise to sail as a letter of marque. The loss of his place on the Navy list is the hardest blow. He is stoic, but appears harsh to his new crew. His reputation brings him a full crew, and he takes the men on liking. He runs the Surprise on Royal Navy lines, including regular pay to the men, in addition to any prizes they might take. He is supported by his crew of old Surprises, privateers and smugglers, the latter groups recruited in Shelmerston, on the western coast of England. It is let out that a group of his friends purchased the ship at the auction, as Stephen Maturin, who is the sole owner, wants to play his same role of surgeon and natural philosopher on the ship. Aubrey takes the new crew on a short cruise in the Atlantic, which proves unexpectedly profitable.
",,,284,False,True,Aubrey-Maturin series,The Reverse of the Medal,The Thirteen-Gun Salute
The Thirteen-Gun Salute,Patrick O'Brian,1989,['Historical novel'],"On land after ceasing his use of laudanum, Stephen Maturin finds he has changed; his naturally ""ardent"" temperament returns and alters his relationship with his wife Diana, who is now pregnant with their child. Maturin looks forward to the arrival of the child he is certain is a daughter. As the high level traitor in British intelligence is not yet identified, the time on land raises risks to his friend Jack Aubrey, who agrees to sail immediately. Aubrey, Maturin, and their shipmates prepare for a mission to sail the letter of marque Surprise on a mission to South America. Upon reaching Lisbon, Sir Joseph Blaine intercepts Maturin with news that he and Aubrey are required to carry a diplomat to the Sultan of Pulo Prabang, a piratical Malay state in the South China Sea. Edward Fox is the envoy leading the mission to persuade the Sultan to become an English rather than French ally. The French mission includes the same English traitors - Ledward and Wray - who were responsible for Aubrey's former disgrace. With the Surprise under the command of Captain Pullings, Aubrey and Maturin return with Blaine to England, where Lord Melville, First Lord of the Admiralty, reinstates Aubrey as a Post-Captain in the Royal Navy and gives him command of the recently captured French ship Diane. The voyage south forms the crew, with frequent training on the guns; by the luck of a timely breeze and much hard rowing in the ship's boats, Diane escapes the inshore currents of Inaccessible Island. Sailing through the high forties (south latitude), she first touches land at Java, meeting Lieutenant Governor Raffles near Batavia, where they hear the first word of bank failures in England.
",,,319,False,True,Aubrey–Maturin series,The Letter of Marque,The Nutmeg of Consolation
The Nutmeg of Consolation,Patrick O'Brian,1991,['Historical novel'],"Aubrey and his crew are shipwrecked on a remote island in the South China Sea after surviving the destruction of HMS Diane in a typhoon. A cricket match is underway between the sailors and marines, which keeps up the crew's spirits as they build the schooner needed for reaching Batavia. Doctor Maturin is killing game for the pot, particularly wild boar and babirussas. Dyaks, Kesegaran and her male assistants, arrive on the island. Speaking in Malay with Maturin, the Dyaks promise to take a message to Batavia in exchange for a note on Shao Yen for twenty ""joes"" (Portuguese Johannes coins), but instead return in a proa with 300 pirates, twice as many as the 150 Dianes. After  beheading the ship's carpenter and some other crew members while stealing tools, they attack the encampment and burn the schooner. They are routed after a bloody conflict and all pirates lost as their proa is sunk by the last remaining ball from the ""long nine"" gun, well-aimed.
",,,316,False,True,Aubrey-Maturin series,The Thirteen-Gun Salute,Clarissa Oakes/The Truelove
The Wine-Dark Sea,Patrick O'Brian,1993,['Historical novel'],"The Surprise, with bow guns blazing, is in close pursuit of the American privateer Franklin in the wine-dark waters of the South Pacific. The chase is interrupted by a submarine volcanic eruption that completely disables the Franklin, with lesser damages to the Surprise. At sunrise, Aubrey sends Reade to take the Franklin; Maturin and Martin separate the dead from wounded aboard the prize. Jean Dutourd, the owner, is taken aboard Surprise. A wealthy philanthropist, his plan to colonise a South Pacific island, Moahu, was stopped by the appearance of the Surprise, and her support for the successful queen of Moahu in a battle for supremacy on the island. The Franklin took prizes of British ships en route to Moahu, proved by ransomers aboard, seamen taken as security, along with cargoes taken. The American sailing master is dead, killed by shots from the Surprise. Aubrey finds that Dutourd does not have a letter of marque permitting him to operate the Franklin as a privateer; the sailing master did, but Dutourd is not listed on his muster. Aubrey views Dutourd as a pirate, while Maturin considers him a risk ashore to his mission. Aboard ship, his utopian talk appeals to some of the seamen. They take an American whaler as prize. A British sailor on the whaler tells Aubrey of the Alastor, a privateer turned true pirate, flying the black flag and demanding immediate surrender or death of its victims. In their ultimately successful encounter with the Alastor, Aubrey receives severe wounds to his eye and his leg.
",,,261,False,True,Aubrey-Maturin series,Clarissa Oakes,The Commodore
The Yellow Admiral,Patrick O'Brian,1996,['Historical novel'],"Aubrey, captain of HMS Bellona in the Brest blockade after his squadron was dispersed, is home at Woolcombe, the Aubrey family estate, on parliamentary leave. Three lawsuits from owners of slave ships captured on his mission along the West African coast tie up his funds. His wife Sophia rents out Ashgrove Cottage, their marital home. Maturin returns from Spain with his wife Diana and their household, moving into an empty wing of Woolcombe. Maturin's vast wealth is tied up in Spain, where authorities, informed by Jean Dutourd, are displeased at his activities in Peru, a Spanish colony. On land, Aubrey opposes the enclosing of the common, Simmons Lea, which has been proposed in the House by his neighbour, Captain Griffiths. Aubrey has power as lord of the manor, which he uses when the bill is called. Admiral Stranraer on the Brest blockade encouraged this enclosure, and he is uncle to Griffiths. The Admiral calls Aubrey back aboard, hoping to prevent his appearance in Parliament. Quick action on the part of Diana and Clarissa Oakes foils this scheme. Aubrey is watching a boxing match between Barret Bonden and Evans, Griffith's gamekeeper, when the orders arrive at Woolcombe. Mrs Oakes appears at the match to tell Aubrey to proceed directly to Parliament. Stranraer is displeased when Aubrey reveals the committee's decision; he sends HMS Bellona to the inshore blockading-squadron. Aboard the flagship, Maturin receives letters for his covert mission in France. The Admiral tries unsuccessfully to use Maturin to change Aubrey's mind.
",,,282,False,True,Aubrey-Maturin series,The Commodore,The Hundred Days
