Book Title,Author,Publication Year,Genres,Summary,Rating Count,Average Rating,Number of Pages,Best Seller,Film,Saga,Preceded by,Followed by
Ramose and the Tomb Robbers,Carole Wilkinson,2003,,,,,,,,,,
Dragonkeeper,Carole Wilkinson,2003,['Folktale and adventure novel'],"In the far western mountains of the Han Empire in ancient China, a young slave girl is used, abused and neglected by the cruel Master Lan, whose job is to care for the two aged imperial dragons, Long Danzi and Lu Yu. Nameless and alone, the slave girl is without hope and her only friend is her pet rat, Hua. After Lu Yu suddenly dies, the slave girl feels guilty and responsible.
",,,339,False,True,,,Garden of the Purple Dragon
This Year of Grace,Noël Coward,1928,,,,,,False,False,,,
Sail Away (musical),Noël Coward,1961,,,,,,False,False,,,
The Girl Who Came to Supper,Noël Coward,1963,,"The story is set in 1911 London at the time of George V's coronation. American-born chorus girl Mary Morgan becomes involved with Balkan archduke Charles, the widowed prince regent of Carpathia, after he sees a performance of her West End musical The Coconut Girl.  She soon becomes involved with the actions of his teenaged son, King Nicholas, as well as the Queen Mother.
",,,,False,False,,,
Easy Virtue (play),Noël Coward,1925,,,,,,,,,,
Post-Mortem (Coward play),Noël Coward,1930,,,,,,,,,,
Blithe Spirit (play),Noël Coward,1941,,,,,,,,,,
South Sea Bubble (play),Noël Coward,1951,,,,,,,,,,
Pomp and Circumstance (novel),Noël Coward,1960,,,,,,False,False,,,
High Spirits (musical),Noël Coward,1964,,,,,,False,False,,,
Savage Season,Joe R. Lansdale,1990,,"Hap and Leonard are two Texan men who are down on their luck, both working low paying jobs well into their 40s.  Hap's ex-wife Trudy returns, involving the pair in a scheme to retrieve hundreds of thousands of dollars stolen from a bank and then lost in a creek in the woods in an area which Hap knows quite well.  She is involved with a small group of radical leftists who wish to use the money to fund their movement; Hap and Leonard just wish to have enough to retire somewhere pleasant.  Her return, as well as her continued involvement with various movements, awakens dormant emotions in Hap, leading him to wonder whether he should have devoted more time to the ideals he felt in the 1960s, and whether he had wasted his time in the interim on low-paying, go nowhere jobs.  Once Hap finds the money, the leftists reveal the violent nature of their plans, and kidnap Hap and Leonard rather than pay them.  The leftists are quickly betrayed when they attempt to buy guns from a local drug dealer named Soldier, which leads to a violent confrontation over the stolen money.  In the end, Hap is left with conflicted emotions about the 1960s and his own part in them, regretting neither his former idealism nor his current cynicism.[2][3][4]
",,,178,True,False,Hap and Leonard,,Mucho Mojo
The Two-Bear Mambo,Joe R. Lansdale,1995,,"Hap's African American ex-girlfriend set out to attempt to recover the long lost tapes of a deceased bluesman in a Ku Klux Klan infested town in East Texas. After she goes missing, her current boyfriend enlists Hap and Leonard to find out what happened to her. Needless to say, they run into a lot of trouble. The town locals do not care and local law enforcement views it as a black-on-black crime not worthy of investigating. Hap, and especially Leonard, are viewed as outside meddlers who should go back to where they came from.[1]
",,,273,True,False,Hap and Leonard,Mucho Mojo(1994),Bad Chili (1997)
Bad Chili,Joe R. Lansdale,1997,['Mystery/suspense'],"Hap returns from his off-shore oil platform job to discover that his best friend Leonard is being framed for a series of murders. The first of these is a biker who stole Leonard's boyfriend, and the second is Leonard's ex-boyfriend himself. The two of them set out to find who the real killers are and clear Leonard's name.
",,,219,True,False,Hap and Leonard,The Two-Bear Mambo(1995),Rumble Tumble (1998)
Rumble Tumble,Joe R. Lansdale,1998,['Mystery/suspense'],"The story centers around Hap's girlfriend Brett's daughter Tillie, who has spent the majority of her adult life as a prostitute, and is suffering abuse at the hands of her pimp. Hap and Leonard attempt to rescue her, and come into conflict with the Dixie Mafia as a result. The two protagonists end up traveling from Oklahoma to the Mexican border, with much violence taking place along with way.[2][3]
",,,229,True,False,Hap and Leonard,Bad Chili(1997),Veil's Visit: a Taste of Hap and Leonard (1999)
Captains Outrageous,Joe R. Lansdale,2001,['Crime/suspense'],"The novel opens with both Hap Collins and Leonard Pine working as a security guards at a chicken plant. One night Hap saves the owner's daughter from a violent rapist, and the owner rewards him with hundred thousand dollars. Hap and Leonard take a cruise, but they get into a dispute with the ship's maitre de about protocol and find themselves marooned in Mexico. While there they are mugged, and then rescued by a fisherman named Ferdinand and his daughter Beatrice. Hap forms a sexual relationship with Beatrice while the two stay with them, and discovers that she owes a large amount of money to a local gangster named Juan Miguel. Just before they leave to go back to Mexico, Beatrice is violently murdered, presumably by Juan Miguel's thugs.
",,,323,True,False,Hap and Leonard,Veil's Visit: a Taste of Hap and Leonard(1999),Vanilla Ride (2009)
Vanilla Ride,Joe R. Lansdale,2009,['Crime/suspense'],"When an old friend asks Leonard Pine to rescue his daughter from a drug dealer, Leonard accepts and of course brings his sidekick and best friend Hap Collins along for backup. With much violence and gunplay they rescue the daughter and end up taking down the drug dealer in the process. The problem is the dealer is a low level member of the Texas crime syndicate The Dixie Mafia. The Dixie Mafia figures some payback is in order and enlist the deadly assassin Vanilla Ride to carry out the hit.[1][2][3]
",,,243,True,False,Hap and Leonard,Captains Outrageous(2001),Devil Red (2011)
Devil Red,Joe R. Lansdale,2011,['Crime/suspense'],"In this story Hap Collins and Leonard Pine are hired by a former police officer turned private investigator to investigate a cold case double homicide. As they get further into the investigation, they encounter The Dixie Mafia organized crime syndicate, a vampire cult, and a deadly assassin, Devil Red.[1][2][3]
",,,205,True,False,Hap and Leonard,Vanilla Ride(2009),Hyenas: a Hap and Leonard Novella (2012)
Hyenas: a Hap and Leonard Novella,Joe R. Lansdale,2011,['Crime/suspense'],"In this book Leonard becomes involved in a ballroom brawl that ends up leading both Hap and Leonard to a local gang of bank robbers. Hap's girlfriend Brett ends up getting abducted by the gang so the two protagonists set out to rescue her and stop the robberies.[2][3]
",,,100,True,False,Hap and Leonard,Devil Red(2011),Dead Aim (2013)
Dead Aim (novella),Joe R. Lansdale,2013,['Crime/suspense'],"Hap and Leonard are hired, through Marvin Hanson's private detective agency, to protect a woman from her estranged, abusive husband. Hap is framed for the man's murder while staking out his house, and upon further investigation, the two sleuths discover that the victim owed the Dixie Mafia crime syndicate a large sum of money, and in addition he had a large life insurance policy with his wife named as the sole beneficiary. Hap and Leonard are soon involved, not just in the murder, but in a kidnapping and ransom demand as well.[2][3]
",,,102,True,False,Hap and Leonard,Hyenas: a Hap and Leonard Novella(2011),
The Elephant of Surprise,Joe R. Lansdale,2019,['Gay teen fiction'],,,,224,False,False,,"Geography Club,The Order of the Poison Oak,Double Feature: Attack of the Soul Sucking Brain Zombies/Bride of the Soul Sucking Brain Zombies",The Thing I Didn't Know I Didn't Know
Act of Love (novel),Joe R. Lansdale,1981,['Novel'],"Set in Houston, Texas this novel tells the story of a vicious serial killer terrorizing the entire city and the police officers' desperation to stop him. Police lieutenant Marvin Hanson leads the investigation. The killer has chosen the poor seedy side of town as his hunting grounds. As the killings become more and more gruesome, the entire city becomes under siege.[2][3]
",,,319,True,False,,,Texas Night Riders (1983)
Dead in the West,Joe R. Lansdale,1986,,,,,148,True,False,,Texas Night Riders (1983),The Magic Wagon (1986)
Cold in July (novel),Joe R. Lansdale,1989,['Fiction novel'],"Richard Dane awakens to find an intruder in his home and has to kill in self-defense. The problem is the intruder's father, Ben Russel, is a murderous ex-con bent on avenging his son's death. Richard, a small-time businessman, is in way over his head. Soon the two find out they're both being misled and manipulated and find themselves drawn into a web of psychopathic sex, violence, and corruption.[1] It turns out that the man Richard killed was not Ben's son. So the two men join forces to learn both the identity of the man Richard shot and the fate of Ben's son.
",,,234,True,True,,The Nightrunners (1987),Tarzan: The Lost Adventure (1995)
The Boar (novel),Joe R. Lansdale,1998,,"The story is about young Richard Dale and his family who wind up terrorized by an extremely large wild boar. Richard and his brother Ike venture into the river bottoms in search of the boar they name Old Satan. Hunting an animal this size proves to be dangerous and as the story unfolds Richard finds himself taking bigger risks as he ventures deeper and deeper into the deep woods of the Big Thicket.[1][2]
",,,169,True,False,,Tarzan: the Lost Adventure(1995),Freezer Burn (novel) (1999)
Freezer Burn (novel),Joe R. Lansdale,1999,,"Down on his luck, loner, loser, Bill Roberts tries his hand at robbing the fireworks stand across the road from his house. Things don't go well, and he barely escapes with his life into an East Texas swamp. A day later, his head swollen with insect bites, he stumbles into a low rent traveling freak show carnival. His appearance allows him to fit in, and seeing no other way to escape his predicament, he joins the group and travels with them putting on shows.
",,,245,True,False,,The Boar (novel)(1995),Waltz of Shadows (1999)
The Big Blow (novel),Joe R. Lansdale,2000,,"It's the year 1900 and a major Hurricane is brewing in the Gulf of Mexico. Future real life boxing champion Jack Johnson is training for an upcoming fight the promoters have no interest in him winning. The boxing fans in Galveston, Texas are incensed since an African American fighter(Johnson) has soundly defeated the local white champion. So they send north to import John McBride, a dirty fighting racist hired to do one thing: defeat Johnson and restore the championship to a white fighter. All the while the 1900 Galveston Hurricane is moving north towards the Texas coast.[1][2]
",,,153,True,True,,Something Lumber This Way Comes(1999),Blood Dance (2000)
The Bottoms (novel),Joe R. Lansdale,2000,,"This story takes place during the Great Depression in East Texas. Young Harry Crane discovers the mutilated body of a black woman that sets off a mystery involving rising violence and racism. Despite the efforts of law enforcement, the killing continues. Harry and his younger sister, Thomasina, fix their suspicions on a local horror legend, The Goat Man, who lives deep in the Big Thicket. Together they set out to solve the mystery of who the real killer is.
",,,332,True,True,,Blood Dance (2000),A Fine Dark Line (2002)
A Fine Dark Line,Joe R. Lansdale,2002,['Novel'],"The story is told through the eyes of Stanley Mitchell, a thirteen-year-old boy, the younger of two children. The Mitchells are the owners and proprietors of the only drive-in theater in Dumont. Stanley discovers a tin box containing a collection of troubled love letters that ultimately lead him to a burned-out house, the mysterious deaths of two young women and various secrets that the Dumont leaders would prefer remain buried. Stanley's ally is Buster Smith, the projectionist at the drive-in theater, an elderly black man whose attempts to drown his demons in alcohol are doomed to failure, but who has a depth that only Stanley is aware of. In attempting to solve the mysteries of the deaths of the two women, Stanley exposes himself, his family and his friends, to danger.[2]
",,,412,True,False,,The Bottoms(2000),Sunset and Sawdust (2004)
Lost Echoes,Joe R. Lansdale,2007,['Novel'],"Since a mysterious childhood illness Harry Wilkes has experienced horrific visions of gruesome murders and other horrible scenes. In college Harry turns to alcohol to suppress the visions and deal with the enormous stress that comes with it. One night at a bar he witnesses a fellow drunk easily fending off three would–be muggers. The man, whose name is Tad, turns out to be a student and expert of the martial arts. Harry strikes up a friendship with Tad who later becomes his sensei and teaches him to master his unusual gift. Soon a woman Harry had a crush on in his childhood comes asking him to help solve her father's murder. Unsure of how this will affect him, Harry and Tad find themselves involved in a horrible crime and murder. The question is will Harry's ability help him cope with the situation or contribute to his downfall.[3][4]
",,,330,True,False,,Sunset and Sawdust (2004),Leather Maiden (2008)
Leather Maiden,Joe R. Lansdale,2008,,"Disturbed Iraq War Veteran Cason Statler returns to his hometown of Camp Rapture, Texas after being run out of Houston because of a scandalous affair. Now he's drinking too much and stalking his old girlfriend. With nothing else better to do he takes a job as a reporter for the small town newspaper. While working there he discovers his predecessor’s notes on a cold case murder file. He figures that working this case will keep him out of trouble, but just the opposite is true. The closer he gets to the truth, the further his life spins out of control especially when he learns his upstanding citizen brother may be involved. To make matters worse, his Army buddy Booger shows up to lend a hand.[1][2][3]
",,,287,True,False,,Lost Echos (2008),Under the Warrior Star (2010)
"All the Earth, Thrown to the Sky",Joe R. Lansdale,2011,"['suspense mystery', ' young adult fiction']","It is the height of the Great Depression in the Dust Bowl of Oklahoma. Both of Jack Catcher's parents are dead. His mom died from lung disease and his father killed himself. When his neighbor Jane and her little brother Tony show up with a plan to take a dead neighbor's car to Texas, Jack is more than willing to go. However their plans go awry when they have a run in with one of the era's most notorious gangsters. They learn the gang is on their way to kill a former member. After narrowly escaping with their lives, the kids set off to warn the man that his former gang members are on their way to kill him.[2][3][4]
",,,227,True,False,,Under the Warrior Star (2010),Edge of Dark Water (2012)
Edge of Dark Water,Joe R. Lansdale,2012,['Murder mystery'],"The novel is set during the Great Depression in East Texas. Teenager Sue Ellen and her friends discover the body of May Lynn, one of their friends, tied to a Singer Sewing Machine in the Sabine River. May Lynn had had dreams of running off to Hollywood to be a movie star. So the group of young people decide to take May Lynn's ashes to Hollywood to fulfill her final dream. After finding and taking a large amount of stolen money, they set out on their adventure pursued by a psychopathic killer named Skunk who is hell-bent on recovering the money for himself.[5][6][7]
",,,292,True,True,,"All the Earth, Thrown to the Sky(2011)",In Waders From Mars (Children’s Book)(2012)
The Thicket,Joe R. Lansdale,2013,['Murder mystery'],,,,340,True,True,,In Waders From Mars (Children’s Book)(2012),
Paradise Sky,Joe R. Lansdale,2015,['Western fiction'],"Young Willie, the son of a slave in East Texas, is caught looking at the rear end of a white woman. Her husband, Sam Ruggert, a racist former rebel soldier, catches him looking and immediately calls for his lynching. Willie runs home and tells his father what has happened. His father, knowing what will happen, sends him running before the posse shows up. Willie later returns home only to discover Ruggert and his men have brutally murdered his father and burned down their cabin. So Willie outruns his pursuers is taken in by a man named Loving. Loving teaches him to read, write, and shoot. Loving becomes a father figure and mentor. 4 years later Loving shoots himself after discovering he has cancer. Being a wanted man, Willie changes his name to Nat Love and head west to join the army and becomes a buffalo soldier. However while on patrol his unit attacked by Apache Indians and is almost wiped out. Nat figures he'll be blamed for the incident and deserts. He heads north to the small mining town of Deadwood, South Dakota where he is befriended by Wild Bill Hickok. He meets and falls in love with a woman, but then discovers that Ruggert, a man with a long memory, is still pursuing him. Ruggert and his men eventually catch up to Nat and his bride to be. After leaving Nat for dead, they kidnap, rape, and torture Nat's woman. Bent on revenge Nat, now nicknamed Deadwood Dick for winning a shooting contest, pursues Ruggert and his men for a final and deadly showdown.[1][2][3]
",,,400,True,False,,Black Hat Jack(2014),
Fender Lizards,Joe R. Lansdale,2015,['Coming-of-age novel'],"17-year-old Dot Sherman is growing up in a small town in East Texas, living in a double wide trailer with her mother, grandmother, and little brother. When she was 12 her father went to get a pack of cigarettes and never returned. Dot works at the local ""Dairy Bob"" named after Bob the owner. All the girls serve their customers on roller skates and have nicknamed themselves ""Fender Lizards"". The story is told from Dot's narrative point of view.[2]
",,,230,True,False,,Paradise Sky(2015),Hell's Bounty (2016)
Hell's Bounty,Joe R. Lansdale,2016,['Horror fiction'],,,,190,True,False,,Fender Lizards(2015),
The Donut Legion,Joe R. Lansdale,2023,['Mystery/suspense/comedy'],,,,,True,False,,,
On the Far Side of the Cadillac Desert with Dead Folks,Joe R. Lansdale,1989,,,,,,,,,,
Bubba Ho-Tep (novella),Joe R. Lansdale,1994,['Alternate history'],,,,47,True,True,,"Steppin' Out, Summer '68",Tight Little Stitches In A Dead Man's Back
The Ape Man's Brother,Joe R. Lansdale,2013,['Science fiction'],"Bill, the protagonist and narrator, lives on an undiscovered island. Bill's people are an undiscovered race of humanoids and live a primitive life. All that changes when an airplane crash lands on the island. The only survivor is an infant. Bill's mother, who just lost a young baby, takes the child in and raises it as her own. Bill's people notice a curious lack of body hair, but soon the young human is accepted among Bill's people. As he grows up he is simply called The Big Guy. Bill and The Big Guy become friends. The Big Guy shows an aptitude for hunting and adopts the natives ways. Things become very complicated when an expedition traveling in a zeppelin lands on the island. One of the explorers is a beautiful woman who becomes known as The Woman. When a giant flying lizard tries to carry The Woman off, The Big Guy rescues her and they begin a torrid affair much to the dislike of the other men in the expedition. Soon Bill and The Big Guy accompany the expedition to New York City. The affair between The Big Guy and The Woman causes big trouble as Bill and The Big Guy try to adapt to a civilized way of life.[6][7][8][9]
",,,,True,False,,In Waders From Mars(Children’s Book) (2012),The Thicket (September 2013)
Hot in December,Joe R. Lansdale,2013,['Murder mystery'],,,,109,True,False,,The Thicket(2013),
Prisoner 489,Joe R. Lansdale,2014,['Horror Fiction'],,,,92,True,False,,Hot in December(2013),Black Hat Jack (2014)
Black Hat Jack,Joe R. Lansdale,2014,['Western fiction'],,,,130,True,False,,Prisoner 489(2014),Paradise Sky(2015)
The Long Ones,Joe R. Lansdale,1999,,,,,,,,,,
The God of the Razor,Joe R. Lansdale,2007,"['Horror', ' short story collection']",,,,295,True,False,,The King and Other Stories(2005),"The Shadows, Kith and Kin (2007)"
Unchained and Unhinged,Joe R. Lansdale,2009,"['Horror', ' contains short stories and essays']",,,,143,True,False,,Sanctified and Chicken-Fried(2009),The Best of Joe R. Lansdale (2010)
Deadman's Road,Joe R. Lansdale,2010,"['Horror', ' short story collection']",,,,271,True,False,,The Best of Joe R. Lansdale(2010),By Bizarre Hands Rides Again (2010)
A Pair of Aces,Joe R. Lansdale,2014,['horror fiction'],,,,,True,True,,Bleeding Shadows,
Dead on the Bones: Pulp on Fire,Joe R. Lansdale,2016,['Short story collection'],,,,294,True,False,,The Tall Grass and Other Stories,Terror is Our Business: Dana Roberts' Casebook of Horrors(2018)
Jonah Hex: Shadows West,Joe R. Lansdale,2014,"['Western', ' science fiction']",,,,389,True,False,Jonah Hex,,
Conan the Valorous,John Maddox Roberts,1985,['Sword and sorcery'],"Hathor-Ka, a Stygian sorceress, tricks Conan into stealing certain relics from Ben Morgh, a sacred mountain in Cimmeria. His expedition takes him across Koth, Nemedia, and the Border Kingdoms where Conan is diverted by his rescue of a chieftainess. Meanwhile, Jaganath (a sorcerer from Vendhya) is also on a journey into the Cimmerian Wilderness. In Cimmeria, the various clans are uniting against the Vanir and their allies, a tribe of lizard folk. The two armies are traveling towards Ben Morgh and proceed with a final battle. As the conflict rages on, Conan and a wizard from Khitai wage a more crucial battle inside Crom's Cave beneath the mountain with the unexpected aid of Jaganath, Hathor-Ka, and her patron, Thoth-Amon. Ultimately, Cimmeria is delivered from outside sorcery and Conan joins a raiding party of Aesir in their journey towards Hyberborea.
",,,280,False,False,Conan the Barbarian,,
Conan the Champion,John Maddox Roberts,1987,['Sword and sorcery'],"Shipwrecked on the northern shore of the Vilayet Sea, Conan finds himself stranded for the winter in the midst of two rival kingdoms. Joining the force of one of the factions, he becomes a champion of Queen Alcuina in her opposition against the competing rulership of Odoac and Totila. As a wild card in their local struggle, all parties seek to use him to tip the balance in their own favor. Stranded in a mysterious otherworld, Conan and Alcuina must find a way to escape before everything can be resolved.
",,,280,False,False,Conan the Barbarian,,
Conan the Marauder,John Maddox Roberts,1988,['Sword and sorcery'],"The warlord, Bartatua, is uniting all the Hyrkanian tribes east of the Vilayet Sea into an army for world conquest, beginning with the resistant city of Sogaria. Meanwhile, an exiled Turanian wizard, Khondemir, plans on taking control over Bartatua's soldiers in pursuit of his own agenda. Caught in the middle are Princess Ishkala of Sogaria, a seductive spy named Lakhme, and the enslaved Conan, who must prove his loyalty towards Bartatua to escape his fate. Everything comes to a thrilling climax near an ancient Hyrkanian necropolis known as the City of Mounds.
",,,277,False,False,Conan the Barbarian,,
Conan the Bold,John Maddox Roberts,1989,['Sword and sorcery'],"A young Conan's prospects for a domestic existence are destroyed, along with his intended fiancé, by the renegade Taharka of Keshan. To achieve vengeance, the Cimmerian joins forces with a one-eyed warrior woman, Mad Kalya, also wronged by Taharka's outlaws. The couple pursue their enemies across several nations, from Croton's fighting pits to the Ophirian plains, overtaking them in time and again only to see Taharka slip through their fingers. The chase ultimately culminates in a battle to the death.
",,,282,False,False,Conan the Barbarian,,
Conan the Rogue,John Maddox Roberts,1991,['Sword and sorcery'],"After quelling a revolt in Nemedia, Conan loses everything except for his sword while gambling at a tavern. A man follows Conan out of the tavern, before hiring him to obtain a mysterious and valuable relic. Outfitting himself with the initial payment, Conan travels towards the city of Sicas in Aquilonia. Once renowned for its silver mines but now a den of iniquity, more travelers are said to leave Sicas ""by the river, floating"" than through the gates. Along the way, he rescues a woman searching for her missing sister, said to have gone into the same city.
",,,304,False,False,Conan the Barbarian,,
Conan and the Manhunters,John Maddox Roberts,1994,['Sword and sorcery'],"Conan, imprisoned by a satrap named Torgat Khan, escapes and is reunited with a band of thieves he had been leading in the deserts southwest of Turan. Subsequently, the thieves plan on looting the Khan's treasury, held in a vault beneath the newly built temple of the sinister cult of Ahriman, the priests of which hope to revive their ancient god. 
",,,276,False,False,Conan the Barbarian,,
Conan and the Treasure of Python,John Maddox Roberts,1994,['Sword and sorcery'],"In Asgalun, Conan is hired to lead a scouting party into Kush by a man whose brother has vanished while in search of a legendary treasure. Conan agrees with the proposal, though their project is almost derailed from the beginning in an attack by corsairs. In Kush, the expedition is joined by Goma, a mysterious native who serves as their guide. Various perils in their quest for the fabled treasure ensue, including a journey across an arid desert. Finally, Conan's party discover a secret kingdom and are imprisoned within the dungeon of an evil warlord. Soon, their guide reveals himself as the kingdom's rightful monarch. Goma explains how he was overthrown by a tyrant with the aid of a witch doctor. A battle must be won and a fearsome lake monster faced before all can be resolved.
",,,280,False,False,Conan the Barbarian,,
Conan and the Amazon,John Maddox Roberts,1995,['Sword and sorcery'],"Fresh from a failed rebellion in Brythunia, in which he served as a mercenary on the opposing side, Conan joins forces with a tribe of native warriors led by Achilea (former queen of the Amazons). Achilea is guiding a pair of mysterious twins in their search the ancient city of Jangar. The warriors travel across Zamora, Koth, and the Stygian Desert before crossing a range of southeastern mountains.
",,,276,False,False,Conan the Barbarian,,
Murder in Tarsis,John Maddox Roberts,1996,['Fantasy novel'],"Murder in Tarsis is a novel in which the mercenary Ironwood continues to suffer from the curse of a dragon he killed, becomes involved in solving a murder in the once great coastal city Tarsus that has been made landlocked and left to fall apart after a great catastrophe, and is surrounded by an army of nomads at its deteriorating walls.[1]
",,,,False,True,,,
Hannibal's Children,John Maddox Roberts,2002,"['Alternate history', ' Novel']","The novel opens at the alternate close of the Second Punic War. Hannibal offers terms to the Romans: abandon their city and move north of the Alps, or be destroyed. The Romans, under the dictator Quintus Fabius Maximus, accept the offer and withdraw into Germania, vowing to return. The Carthaginians declare victory and go home.
",,,368359,False,False,,,The Seven Hills
The Seven Hills,John Maddox Roberts,2005,"['Alternate history', ' Novel']","Rome has reconquered weakly-defended Italy from the Carthaginians and is resettling it to be as it was before the Carthaginians came. The legions stand poised to march down the length of the peninsula to Carthage itself. Meanwhile, the four legions cut off in Egypt and led by Titus Norbanus, decide not to trust Marcus Scipio and head east into the desert, marching the long way home along the Eastern edge of the Mediterranean to get back to Rome. Encountering the doddering remnants of the Seleucid Empire, the divided kingdoms of the Jews, the rapidly ascendant Parthians, and annihilating the pirates of Cilicia, Titus Norbanus makes a strong impression on the Eastern Mediterranean of the power of Rome. Accumulating vast amounts of wealth and prestige, the men under the command of Norbanus find their loyalties shifting from the Senate of Rome to the man who made them rich beyond measure. Arriving in Rome with untold riches, Norbanus shocks the Senate and shifts the greedy desires of the Patricians south, rather than north.
",,,368,False,False,,Hannibal's Children,
The Borgia Bride,Jeanne Kalogridis,2005,,,,,,,,,,
Mindshadow (novel),Jeanne Kalogridis,1985,['Science fiction'],"The peaceful planet of Aritani becomes the center of a Romulan plot to gain power. A Romulan double agent and a severely injured Spock further complicate the situation.
",,,252,False,False,,Pawns and Symbols,Crisis on Centaurus
Star Trek: Nemesis,Jeanne Kalogridis,2002,,"On Romulus, members of the Romulan Senate debate terms of peace and alliance from the Reman rebel leader Shinzon. The Remans are a slave race of the Romulan Empire from the neighboring planet Remus, used as miners and cannon fodder. While a faction of the military supports Shinzon, the Praetor and Senate are opposed to an alliance. After rejecting the motion, the Praetor and senators are disintegrated by a device left in the room.
",,,,False,True,,,
The Perfect Murder (novel),H. R. F. Keating,1964,['crime novel'],,,,249,False,True,,,
Inspector Ghote's Good Crusade,H. R. F. Keating,1966,['Crime'],"Inspector Ghote is tasked with investigating the murder of an American philanthropist and millionaire, Frank Masters.[1] Frank Masters was renowned and respected throughout India because he had dedicated himself to improving the lot of homeless orphan children in Bombay. The mystery seeks to solve who poisoned him with arsenic.[2]
",,,2231,False,True,Inspector Ghote,The Perfect Murder,Inspector Ghote Caught in the Meshes
Inspector Ghote Hunts the Peacock,H. R. F. Keating,1968,['Detective/Mystery'],"An injury to Inspector Ghote's commanding officer prevents him from attending an international police conference on drug smuggling that is to be held in London. Inspector Ghote is ordered to go to England, attend the conference, take notes and produce a presentation on behalf of his superior.
",,,228,False,True,Inspector Ghote,Inspector Ghote Caught in the Meshes,Inspector Ghote Plays a Joker
Inspector Ghote Plays a Joker,H. R. F. Keating,1969,['Crime'],"Inspector Ghote is summoned by the Deputy Superintendent of Police and charged with what at first seems to be a fool's errand: To prevent the shooting of a red flamingo in Bombay Zoo, the last of four birds presented by the American consul.
",,,224,False,False,Inspector Ghote,Inspector Ghote Hunts the Peacock,Inspector Ghote Breaks an Egg
Under a Monsoon Cloud,H. R. F. Keating,1986,['Crime'],"Inspector Ghote is assigned to Vigatpour hill station, which is due for inspection by Additional Deputy Inspector General ""Tiger"" Kelkar. During the inspection Kelkar, in a fit of temper, throws a heavy inkwell at the inept Sergeant Desai, killing him. Ghote and Kelkar conspire to cover up the killing, but over the brooding course of the novel, it becomes apparent that it is only a matter of time before they are brought to justice.[1]
",,,1921,False,False,Inspector Ghote,The Sheriff of Bombay,The Body in the Billiard Room
The Iciest Sin,H. R. F. Keating,1990,['Crime novel'],"Additional Secretary for Department for Home Affairs Mr Z. R. Mistry requests Inspector Ghote's assistance on a strictly private matter. Unfortunately Mr Mistry has not selected Ghote for his zeal or powers of deduction but because he is ""not in a position to make trouble"". Thrust into a tangle of illegal activities including blackmail and murder, Ghote finds himself balanced on a knife-edge between right and wrong as he faces his greatest ever test as a detective and a person.[1]
",,,1621,False,False,Inspector Ghoteseries,Dead on Time,"Inspector Ghote, His Life and Crimes"
Asking Questions,H. R. F. Keating,1996,['Crime'],"Inspector Ghote is ordered to investigate a case of drug smuggling at the Mira Behn Institute for Medical Research. Ghote's chief suspect is Chandra Chagoo, the snake handler, but unfortunately Chagoo himself is dead, the victim of a deadly Russell's viper. Inspector Ghote knows this was no accident, but the only way he will get answers is through asking a lot of awkward questions.[2]
",,,282,False,True,Inspector Ghote,Doing Wrong,"Bribery, Corruption Also"
Breaking and Entering (Keating novel),H. R. F. Keating,2000,['Crime'],"Inspector Ghote has been assigned to investigate a string of cat-burglaries. The burglar, nicknamed Yeshwant after a Hindu lizard god by the newspapers, demonstrates remarkable climbing skills. However, the case Ghote really wants to investigate is the murder of Anil Ajmani. Ghote is unexpectedly rejoined by his old friend Axel Svensson, formally of UNESCO, who aids and hampers Ghote's investigation. Only when Ghote's investigation reaches its climax does he realise that perhaps he has been on the right case all along.[2]
",,,2721,False,False,Inspector Ghote,"Bribery, Corruption Also",Inspector Ghote's First Case (publication order)
Inspector Ghote's First Case,H. R. F. Keating,2008,['Crime-detective novel'],"Inspector Ghote has just been promoted to inspector and is on leave before taking up his post in Bombay Criminal Investigation Department. This he hopes will allow him to spend time with his heavily pregnant wife, Protima. Sir Rustom Engineer, the retired Police Commissioner of Bombay, asks Inspector Ghote to investigate the motiveless apparent suicide of Mrs Iris Dawkins, whose husband was an old friend of Sir Rustom's before Indian independence.
",,,288,False,True,Inspector Ghote,Breaking and Entering (novel),A Small Case for Inspector Ghote?
Monkey Grip (novel),Helen Garner,1977,,"The novel is set in the inner city suburbs of Melbourne in the mid-1970s. The characters inhabit a lively social circle, frequenting cafés, restaurants, cinemas, theatres, pubs and clubs in the city. Nora, a single mother in her thirties, and her young daughter Grace, live in a succession of share houses. Nora is in love with the notoriously unreliable Javo, a twentysomething heroin addict, who repeatedly drifts in and out of Nora's life.[7] Other characters, including Rita, a single mother and Nora's housemate, Gerald, Francis, Joss, Bill, Willy, Claire, and Martin (a former flame of Nora's), also drift in and out of the story. Most of the characters are artists, actors and creative types; many of them frequent the Fitzroy baths in summer. Nora, a freelance journalist, takes small acting gigs in independent films and edits a women's newspaper between jobs to make ends meet.
",,,245,False,True,,,Honour & Other People's Children
