,Name,Birth Year,Genres,Books
1454,Stefan Wul,,,['Niourk']
1455,Caryl Phillips,1958.0,,[]
1456,William Pène du Bois,,,"['Une vieille maîtresse', 'The Bewitched', 'The Story Without a Name (novel)', 'What Never Dies']"
1457,Terry Southern,1924.0,['Historical'],"[""Ender's Game"", 'Speaker for the Dead', 'Xenocide', 'Children of the Mind', 'Ender in Exile', ""Ender's Shadow"", 'Shadow of the Hegemon', 'Shadow Puppets', 'Shadow of the Giant', 'Shadows in Flight', 'The Last Shadow', 'Earth Unaware', 'Earth Afire', 'Earth Awakens', 'The Swarm (Card and Johnston novel)', 'The Hive (Card and Johnston novel)', 'A War of Gifts: An Ender Story', 'Children of the Fleet', 'Seventh Son (novel)', 'Red Prophet', 'Prentice Alvin', 'Alvin Journeyman', 'Heartfire', 'The Crystal City', 'Hot Sleep', 'The Worthing Chronicle', 'The Worthing Saga', 'The Memory of Earth', 'The Call of Earth', 'The Ships of Earth', 'Earthfall (novel)', 'Earthborn', 'Sarah (Card novel)', 'Rebekah (novel)', 'Rachel and Leah', 'The Lost Gate', 'The Gate Thief', 'Lovelock (novel)', 'Empire (Card novel)', 'Hidden Empire', 'Pathfinder (novel)', 'Ruins (novel)', 'Visitors (Card novel)', 'A Planet Called Treason', 'Songmaster', ""Hart's Hope"", 'Saints (novel)', 'Wyrms (novel)', 'A Planet Called Treason', 'Lost Boys (novel)', 'Pastwatch: The Redemption of Christopher Columbus', 'Treasure Box', 'Stone Tables', 'Homebody (novel)', 'Enchantment (novel)', 'Magic Street', 'Invasive Procedures (novel)', 'The Folk of the Fringe', 'Listen, Mom and Dad', 'Ainge', 'Eye for Eye', 'Magic Mirror (book)', 'Robota', 'Ultimate Iron Man', ""Hamlet's Father""]"
1458,Pat Murphy,,,
1459,Dorsey Fiske,,,
1460,Orhan Pamuk,1952.0,['Autobiographical memoir'],"['Silent House (novel)', 'The White Castle', 'The Black Book (Pamuk novel)', 'The New Life (Pamuk novel)', 'My Name Is Red', 'Snow (Pamuk novel)', 'The Museum of Innocence', 'A Strangeness in My Mind', 'The Red-Haired Woman', 'Nights of Plague', 'Istanbul: Memories and the City']"
1461,Steven Millhauser,1943.0,,[]
1462,Marjorie Kinnan Rawlings,1896.0,"['Picture Book', ' Magical Realism', ' Southern Regionalism']",['The Secret River (Rawlings book)']
1463,Thornton Wilder,1897.0,['Novel'],"['The Bridge of San Luis Rey', 'The Happy Journey to Trenton and Camden', 'The Bridge of San Luis Rey', 'The Woman of Andros', 'The Eighth Day (novel)', 'Theophilus North']"
1464,Maureen F. McHugh,1959.0,"Science Fiction, Fantasy",[]
1465,Emily Neville,1919.0,,[]
1466,Richard Peck,,,
1467,David Halberstam,1934.0,,['The Children (book)']
1468,Spencer Dunmore,,,
1469,Rob MacGregor,,,
1470,Philip Caputo,1941.0,,[]
1471,Friedrich Dürrenmatt,1921.0,,[]
1472,Samuel R. Delany,1942.0,['Non-fiction'],"['The Jewels of Aptor', 'The Ballad of Beta-2', 'Empire Star', 'Babel-17', 'The Einstein Intersection', 'Nova (novel)', 'Equinox (novel)', 'Dhalgren', 'Triton (novel)', 'Stars in My Pocket Like Grains of Sand', 'They Fly at Çiron', 'The Mad Man', 'Hogg (novel)', 'Phallos (novella)', 'Dark Reflections', 'Through the Valley of the Nest of Spiders', 'Captives of the Flame', 'The Towers of Toron', 'City of a Thousand Suns', 'Neveryóna', 'Flight from Nevèrÿon', 'Times Square Red, Times Square Blue']"
1473,D. B. Weiss,1971.0,,[]
1474,Jerry Mander,,,[]
1475,Roderick Gordon,1960.0,FantasyScience fictionSubterranean fictionLost worldAdventureChildren's literature,[]
1476,Joe Keenan,,,
1477,Richard Condon,1915.0,Fiction,[]
1478,John Dryden,1631.0,Satireplaywrightfablepoetryessaylibrettotranslation,[]
1479,Fern Michaels,1933.0,Romance,[]
1480,Richard Flanagan,1961.0,"['Memoir', ' War']",['The Line (memoir)']
1481,Haven Kimmel,1965.0,,[]
1482,Shane Johnson,,,
1483,Will Christopher Baer,,,[]
1484,Ben Aaronovitch,1964.0,,[]
1485,Cornelia Meigs,1884.0,"Children's fiction, biography",[]
1486,Evan Hunter,1926.0,"Crime fiction, mystery fiction, pornography, science fiction","['The Mugger (novel)', ""Killer's Payoff"", ""King's Ransom (novel)"", 'Shotgun (novel)', 'Rocket to Luna', 'Criminal Conversation']"
1487,MaryJanice Davidson,,"['mystery', ' horror', ' romance']","['Undead and Unwed', 'Undead and Unappreciated']"
1488,Michael Pye,,,
1489,Arnold Lobel,1933.0,"[""Children's picture book"", ' short story collection']","['Ming Lo Moves the Mountain', 'Frog and Toad Together', 'Frog and Toad All Year']"
1490,Alan Duff,1950.0,Fiction,[]
1491,Hugo Claus,1929.0,,[]
1492,Homer,,Epic,[]
1493,Timothy Findley,1930.0,,"['The Last of the Crazy People', 'The Wars', 'Famous Last Words (novel)', 'Not Wanted on the Voyage', 'Headhunter (novel)', ""The Piano Man's Daughter"", 'Spadework', 'Dinner Along the Amazon', 'Stones (short story collection)', 'Journeyman: Travels of a Writer']"
1494,H. Beam Piper,1904.0,"Science fiction, alternate history",[]
1495,Elizabeth Goudge,1900.0,"[""Children's fantasy novel""]","['Green Dolphin Street (novel)', 'The Little White Horse']"
1496,Maud Hart Lovelace,1892.0,['Historical fiction'],"['Betsy and Tacy Go Over the Big Hill', 'Betsy and Tacy Go Over the Big Hill', ""Betsy's Wedding (novel)""]"
1497,Flann O'Brien,1911.0,"['Comedy', ' Philosophical novel']","['An Béal Bocht', 'At Swim-Two-Birds', 'The Hard Life', 'The Dalkey Archive']"
1498,Alison Croggon,1962.0,"Fantasy, fiction, poetry, libretti",[]
1499,Eric Carle,1929.0,Children's picture books,[]
1500,Karen Hesse,1952.0,,[]
1501,Glen MacDonough,1870.0,,[]
1502,Marianne Curley,1959.0,Fantasy/Historical,[]
1503,PETER KUPER,,,
1504,Michael Cunningham,1952.0,,"['A Home at the End of the World (novel)', 'The Hours (novel)', 'Specimen Days', 'By Nightfall']"
1505,Anthony Trollope,1815.0,,"['The Macdermots of Ballycloran', ""The Kellys and the O'Kellys"", 'The Three Clerks', 'Castle Richmond', 'Orley Farm (novel)', 'Rachel Ray (novel)', 'Miss Mackenzie', 'The Belton Estate', 'The Claverings', 'He Knew He Was Right', 'The Vicar of Bullhampton', 'Sir Harry Hotspur of Humblethwaite', 'Ralph the Heir', 'Lady Anna (novel)', 'The Way We Live Now', 'The American Senator', 'An Eye for an Eye (novel)', 'Cousin Henry', ""Ayala's Angel"", ""Doctor Wortle's School"", 'The Fixed Period', 'Kept in the Dark', 'The Warden', 'Barchester Towers', 'Doctor Thorne', 'Framley Parsonage', 'The Small House at Allington', 'The Last Chronicle of Barset', 'Can You Forgive Her?', 'Phineas Finn', 'The Eustace Diamonds', 'Phineas Redux', 'The Prime Minister (novel)', ""The Duke's Children""]"
1506,Mark Lindquist,1949.0,,[]
1507,A. E. W. Mason,1865.0,,['The Case of the Curious Bride']
1508,E.D. Baker,,,[]
1509,Marita Conlon-McKenna,1956.0,,[]
1510,Elizabeth Haydon,,,"['Rhapsody: Child of Blood', 'Prophecy: Child of Earth']"
1511,Robin Hobb,1952.0,['Fantasy novel'],"['Wizard of the Pigeons', 'Cloven Hooves', 'The Gypsy (novel)', 'Alien Earth (novel)', ""Assassin's Apprentice"", 'Royal Assassin', ""Assassin's Quest"", 'Ship of Magic', 'The Mad Ship', 'Ship of Destiny', ""Fool's Errand (novel)"", 'The Golden Fool', ""Fool's Fate"", 'Dragon Keeper', 'Dragon Haven', 'City of Dragons', 'Blood of Dragons', ""Fool's Assassin"", ""Fool's Quest"", ""Assassin's Fate"", ""Shaman's Crossing"", 'Forest Mage', ""Renegade's Magic""]"
1512,James Moloney,1954.0,,[]
1513,E. Annie Proulx,1935.0,,[]
1514,Leo Rutman,,['Alternate history'],['Clash of Eagles']
1515,Stephen Coonts,1946.0,Spy fiction,[]
1516,Selma Lagerlöf,1858.0,,[]
1517,James Byron Huggins,,,[]
1518,Elizabeth George,1949.0,"Mystery fiction, detective fiction",[]
1519,Jo Beverley,1947.0,"historical Romance, contemporary Romance",[]
1520,Brian Herbert,1947.0,['Science fiction'],"['Dune (novel)', 'Dune Messiah', 'Children of Dune', 'God Emperor of Dune', 'Heretics of Dune', 'Chapterhouse: Dune', 'Whipping Star', 'The Dosadi Experiment', 'Destination: Void', 'The Jesus Incident', 'The Lazarus Effect (novel)', 'The Dragon in the Sea', 'The Green Brain', 'The Eyes of Heisenberg', 'The Heaven Makers', 'The Santaroga Barrier', 'Soul Catcher (novel)', 'The Godmakers (novel)', ""Hellstrom's Hive"", 'Direct Descent', 'The White Plague', 'Man of Two Worlds (novel)', 'High-Opp', ""Angels' Fall"", 'A Game of Authors', 'A Thorn in the Bush']"
1521,Paulo Freire,1921.0,,[]
1522,Jonathan Larson,1960.0,"['History', ' biography']","['Twelve Years a Slave', 'Incidents in the Life of a Slave Girl', 'The Underground Railroad (book)', 'The Peculiar Institution', 'The Slave Community', 'Oroonoko', 'Sab (novel)', ""Uncle Tom's Cabin"", 'The Heroic Slave', 'Clotel', 'Our Nig', 'Jubilee (novel)', 'The Confessions of Nat Turner', 'Roots: The Saga of an American Family', 'Underground to Canada', 'Kindred (novel)', 'Dessa Rose', 'Beloved (novel)', 'Middle Passage (novel)', 'Queen: The Story of an American Family', 'Hang a Thousand Trees with Ribbons', 'Ama: A Story of the Atlantic Slave Trade', 'Walk Through Darkness', 'The Known World', 'Unburnable', 'The Book of Negroes (novel)', 'The Underground Railroad (novel)', 'Amos Fortune, Free Man', 'I, Juan de Pareja', 'Copper Sun', ""A Key to Uncle Tom's Cabin"", 'The Hemingses of Monticello']"
1523,Władysław Reymont,1867.0,Realism,[]
1524,Matt Groening,1954.0,,[]
1525,A. E. van Vogt,1912.0,Science fiction,[]
1526,W. W. Jacobs,1863.0,,[]
1527,Molly Cochran,,,
1528,H. P. Lovecraft,1890.0,"Lovecraftian horror, weird fiction, horror fiction, science fiction, gothic fiction, fantasy",[]
1529,Vera Caspary,1899.0,,[]
1530,Anna Husson Isozaki,,,
1531,Janell Cannon,,,"['Twelve Years a Slave', 'Incidents in the Life of a Slave Girl', 'The Underground Railroad (book)', 'The Peculiar Institution', 'The Slave Community', 'Oroonoko', 'Sab (novel)', ""Uncle Tom's Cabin"", 'The Heroic Slave', 'Clotel', 'Our Nig', 'Jubilee (novel)', 'The Confessions of Nat Turner', 'Roots: The Saga of an American Family', 'Underground to Canada', 'Kindred (novel)', 'Dessa Rose', 'Beloved (novel)', 'Middle Passage (novel)', 'Queen: The Story of an American Family', 'Hang a Thousand Trees with Ribbons', 'Ama: A Story of the Atlantic Slave Trade', 'Walk Through Darkness', 'The Known World', 'Unburnable', 'The Book of Negroes (novel)', 'The Underground Railroad (novel)', 'Amos Fortune, Free Man', 'I, Juan de Pareja', 'Copper Sun', ""A Key to Uncle Tom's Cabin"", 'The Hemingses of Monticello']"
1532,Federico García Lorca,1898.0,,[]
1533,Kathryn H. Kidd,,,"[""Ender's Game"", 'Speaker for the Dead', 'Xenocide', 'Children of the Mind', 'Ender in Exile', ""Ender's Shadow"", 'Shadow of the Hegemon', 'Shadow Puppets', 'Shadow of the Giant', 'Shadows in Flight', 'The Last Shadow', 'Earth Unaware', 'Earth Afire', 'Earth Awakens', 'The Swarm (Card and Johnston novel)', 'The Hive (Card and Johnston novel)', 'A War of Gifts: An Ender Story', 'Children of the Fleet', 'Seventh Son (novel)', 'Red Prophet', 'Prentice Alvin', 'Alvin Journeyman', 'Heartfire', 'The Crystal City', 'Hot Sleep', 'The Worthing Chronicle', 'The Worthing Saga', 'The Memory of Earth', 'The Call of Earth', 'The Ships of Earth', 'Earthfall (novel)', 'Earthborn', 'Sarah (Card novel)', 'Rebekah (novel)', 'Rachel and Leah', 'The Lost Gate', 'The Gate Thief', 'Lovelock (novel)', 'Empire (Card novel)', 'Hidden Empire', 'Pathfinder (novel)', 'Ruins (novel)', 'Visitors (Card novel)', 'A Planet Called Treason', 'Songmaster', ""Hart's Hope"", 'Saints (novel)', 'Wyrms (novel)', 'A Planet Called Treason', 'Lost Boys (novel)', 'Pastwatch: The Redemption of Christopher Columbus', 'Treasure Box', 'Stone Tables', 'Homebody (novel)', 'Enchantment (novel)', 'Magic Street', 'Invasive Procedures (novel)', 'The Folk of the Fringe', 'Listen, Mom and Dad', 'Ainge', 'Eye for Eye', 'Magic Mirror (book)', 'Robota', 'Ultimate Iron Man', ""Hamlet's Father""]"
1534,Sam Shepard,1943.0,,[]
1535,Suzanne Brockmann,1960.0,"Romance, military/romantic suspense",[]
1536,Philippa Pearce,1920.0,Children's fantasy and supernatural fiction,[]
1537,Caroline Graham,1931.0,Mystery,[]
1538,Robert Holdstock,1948.0,"Fantasy,Science fiction,Horror",[]
1539,John Rechy,1931.0,,[]
1540,Friedrich Hayek,1899.0,,[]
1541,Robert Reed,1932.0,,[]
1542,Garfield Reeves-Stevens,,Science fiction,['Dark Matter (Reeves-Stevens novel)']
1543,Li Yu,,,
1544,James Frey,1969.0,,[]
1545,Michel Houellebecq,1956.0,,"['Whatever (novel)', 'Atomised', 'Lanzarote (novel)', 'Platform (novel)', 'The Possibility of an Island', 'The Map and the Territory', 'Submission (novel)', 'Serotonin (novel)', 'Anéantir', 'Public Enemies: Dueling Writers Take on Each Other and the World', 'In the Presence of Schopenhauer', 'Quelques mois dans ma vie']"
1546,Helen DeWitt,1957.0,Novel,[]
1547,Bill Buchanan,,,
1548,Rose Tremain,1943.0,,[]
1549,John Farris,1936.0,"Suspense, horror",[]
1550,Aleister Crowley,1875.0,,[]
1551,Frederic Dannay,1905.0,['Mystery novel / Whodunnit'],"['The Roman Hat Mystery', 'The French Powder Mystery', 'The Dutch Shoe Mystery', 'The Greek Coffin Mystery', 'The Egyptian Cross Mystery', 'The American Gun Mystery', 'The Siamese Twin Mystery', 'The Chinese Orange Mystery', 'The Spanish Cape Mystery', 'Halfway House (novel)', 'The Door Between', 'The Devil to Pay (Ellery Queen novel)', 'The Four of Hearts', ""The Dragon's Teeth"", 'Calamity Town', 'There Was an Old Woman (novel)', 'The Murderer Is a Fox', ""Ten Days' Wonder"", 'Cat of Many Tails', 'Double, Double (Ellery Queen novel)', 'The Origin of Evil', 'The King Is Dead (novel)', 'The Scarlet Letters', 'The Glass Village', 'The Finishing Stroke']"
1552,John Grant,,,
1553,Irene Pence,,,
1554,J. Randy Taraborrelli,,['Biography'],"['Jackie - Public, Private, Secret']"
1555,Mary McCarthy,,,
1556,Henri Charrière,1906.0,['Novel'],['Adolphe']
1557,Noel Streatfeild,,,[]
1558,Christopher Paul Curtis,1953.0,['Young adult fiction'],"['That Was Then, This Is Now', 'Rumble Fish (novel)', 'Tex (novel)', 'Taming the Star Runner', 'The Puppy Sister', 'Hawkes Harbor', ""Some of Tim's Stories"", 'Rumble Fish']"
1559,Nawal El Saadawi,1931.0,,[]
1560,James Cobb,,,
1561,Gillian Rubinstein,1942.0,,['The Amorous Adventures of Moll Flanders']
1562,Bill Adler,1951.0,Hip-Hop,[]
1563,Ellen Wittlinger,1948.0,Young Adult,[]
1564,Jack Vance,1916.0,,"['Star King', 'The Killing Machine', 'The Palace of Love', 'The Book of Dreams (Vance novel)', 'Araminta Station', 'Ecce and Old Earth', 'Throy', 'Trullion: Alastor 2262', 'Marune: Alastor 933', 'Wyst: Alastor 1716', 'The Asutra', 'The Dirdir', 'The Pnume', 'To Live Forever (novel)', 'Big Planet', 'The Languages of Pao', 'The Blue World', 'Emphyrio', 'Maske: Thaery', 'Night Lamp', 'Ports of Call (Vance novel)', 'Strange People, Queer Notions', 'The Deadly Isles', 'Bad Ronald (novel)', 'The House on Lily Street', 'The Dark Ocean']"
1565,Lawrence Lessig,1961.0,,"['Code and Other Laws of Cyberspace', 'The Future of Ideas', 'Free Culture (book)', 'Code: Version 2.0', 'Remix (book)', 'Republic, Lost', 'One Way Forward']"
1566,Kate Mosse,1961.0,['Historical fiction'],"['The Winter Ghosts', 'Labyrinth (novel)']"
1567,Clifford D. Simak,1904.0,"Science fiction, fantasy",[]
1568,Eric Hodgins,1899.0,,[]
1569,P. C. Cast,1960.0,,[]
1570,Michelle Cliff,1946.0,,[]
1571,Robert Swindells,,,[]
1572,Harold Bell Wright,1872.0,,[]
1573,Carlos Fuentes,1928.0,,[]
1574,Barbara Neely,1941.0,,"['What It Takes: The Way to the White House', 'Bad for Democracy', 'Family of Secrets', 'A World Transformed']"
1575,Maureen Daly,1921.0,Young adult fiction,[]
1576,David Ebershoff,1969.0,,[]
1577,Nancy Butts,,,
1578,Karin Slaughter,1971.0,['Thriller'],['Pieces of Her']
1579,Colin Dann,1943.0,,[]
1580,Rebecca Caudill,1899.0,"Appalachian fiction, Children's literature",[]
1581,Mary Webb,1881.0,,[]
1582,John Holt,,,
1583,Nikolai Gogol,1809.0,,[]
1584,Kimberly Willis Holt,,,[]
1585,Nikos Kazantzakis,1883.0,['Historical fiction'],"['Zorba the Greek', 'Captain Michalis', 'Christ Recrucified', 'The Last Temptation of Christ (novel)']"
1586,Edward Irving Wortis,1937.0,,"['The Shack (Blasco Ibáñez novel)', 'The Four Horsemen of the Apocalypse (novel)', 'Cañas y barro (TV series)']"
1587,Lennart Nilsson,1922.0,,[]
1588,Marianne Fredriksson,1927.0,,[]
1589,Ron Jones,,,
1590,C. S. Godshalk,,,
1591,B. F. Skinner,1904.0,,[]
1592,Algis Budrys,1931.0,['Science fiction novel'],"['Man of Earth', 'Who? (novel)', 'The Falling Torch', 'Rogue Moon', 'Michaelmas (novel)']"
1593,James T. Farrell,1904.0,,"['Young Lonigan', 'The Young Manhood of Studs Lonigan', 'Bernard Clare']"
1594,Gary Brandner,1930.0,['Horror'],"['The Woods Are Dark', 'Funland (novel)', 'Darkness, Tell Us', 'Blood Games (novel)', 'Island (Laymon novel)', 'The Traveling Vampire Show']"
1595,Scott Phillips,,,
1596,Victor Hugo,1802.0,"['Fiction', ' Philosophy', ' comedy']","['War and Peace', 'Anna Karenina', 'Resurrection (Tolstoy novel)', 'Childhood (Tolstoy novel)', 'Boyhood (novel)', 'Family Happiness', 'Polikúshka (novella)', 'The Cossacks (novel)', 'The Death of Ivan Ilyich', 'The Kreutzer Sonata', 'The Devil (novel)', 'The Forged Coupon', 'Hadji Murat (novella)', 'What I Believe (Tolstoy book)', 'The Kingdom of God Is Within You', 'What Is Art?', 'The Decembrists']"
1597,Christopher Bram,1952.0,Fiction,[]
1598,Tod Goldberg,1971.0,['Mystery novel'],"['Mr. Monk Goes to the Firehouse', 'Mr. Monk Goes to Hawaii', 'Mr. Monk and the Blue Flu', 'Mr. Monk and the Two Assistants']"
1599,Émile Zola,1840.0,,"['Thérèse Raquin', 'Madeleine Férat', 'Le Ventre de Paris', 'Le Ventre de Paris', 'La Conquête de Plassans', ""La Faute de l'Abbé Mouret"", 'Son Excellence Eugène Rougon', ""L'Assommoir"", ""Une page d'amour"", 'Nana (novel)', 'Pot-Bouille', 'Au Bonheur des Dames', 'La joie de vivre', 'Germinal (novel)', ""L'Œuvre"", 'La Terre', 'Le Rêve (novel)', 'La Bête humaine', ""L'Argent"", 'La Débâcle', 'Le Docteur Pascal', ""L'Inondation"", 'La Conquête de Plassans', 'La joie de vivre', ""L'Œuvre"", 'La Bête humaine', 'Germinal (novel)', 'Nana (novel)', 'La Terre', 'La Débâcle', 'Le Docteur Pascal', 'Shop Girls of Paris']"
1600,Eric P. Kelly,1884.0,['Novel'],"['Ned Kelly (musical)', 'Our Sunshine', 'True History of the Kelly Gang', 'Moondyne']"
1601,RenÃ?Â© Barjavel,,,
1602,Lyndon Hardy,1941.0,['Fantasy novel'],['Master of the Five Magics']
1603,James Robert Baker,1947.0,Satire,[]
1604,Raphael Carter,,,[]
1605,Troy Soos,,,
1606,Imre Kertész,1929.0,,[]
1607,Benjamin Constant,1767.0,"Prose, essays, pamphlets",['Adolphe']
1608,Emily Giffin,1972.0,,[]
1609,Donald Hamilton,1916.0,['Non-fiction; biography'],"['Annie (musical)', ""Ain't Misbehavin' (musical)"", 'Les Misérables (musical)', 'City of Angels (musical)', 'The Life (musical)', 'Parade (musical)', 'Billy Elliot the Musical', 'Matilda the Musical', 'Come from Away', 'A Strange Loop', 'The Comedy of Errors (musical)', 'Blood Brothers (musical)', '42nd Street (musical)', 'The Phantom of the Opera (1986 musical)', 'Candide (operetta)', 'City of Angels (musical)', 'Jolson', 'Martin Guerre (musical)', 'Billy Elliot the Musical', 'Jersey Boys', 'Matilda the Musical', 'Come from Away', 'South Pacific (musical)', 'Next to Normal', 'A Strange Loop', ""Jefferson's Manual"", 'Notes on the State of Virginia', 'Jonathan Strange &amp; Mr Norrell', 'Victory of Eagles', 'The House of Morgan', 'Washington: A Life']"
1610,Libba Bray,1964.0,,[]
1611,Frank De Felitta,1921.0,['Horror'],"['Audrey Rose (novel)', 'For Love of Audrey Rose']"
1612,Christianna Brand,1907.0,['Mystery'],"['Death in High Heels (novel)', 'Heads You Lose (novel)', 'Death of Jezebel', 'Tour de Force (novel)']"
1613,Walter Jon Williams,1953.0,Science fiction Nautical fiction (as Jon Williams),"['Hardwired (novel)', 'Hardwired (novel)', 'Angel Station (novel)', 'Angel Station (novel)', 'Aristoi (novel)', 'Implied Spaces']"
1614,Nicholas Pileggi,1933.0,,"['The Color of Money', 'Bringing Out the Dead', 'No Country for Old Men', 'The Social Network', 'The Lord of the Rings: The Return of the King', 'No Country for Old Men', 'The Social Network']"
1615,Vita Sackville-West,1892.0,,"['The Land (poem)', 'The Edwardians', 'All Passion Spent']"
1616,Suki Kim,1970.0,"novel, essay",[]
1617,Joanne Bertin,1953.0,,"[""Disney's Animated Storybook"", 'Bug-Jargal', 'The Last Day of a Condemned Man', 'Les Misérables', 'Toilers of the Sea', 'The Man Who Laughs', 'Ninety-Three', 'Les Contemplations', ""L'Art d'être grand-père"", 'Le Pape', 'La Fin de Satan']"
1618,Gordon R. Dickson,1923.0,"Science fiction, fantasy",[]
1619,Mike Resnick,1942.0,['Science fiction'],"['Stalking the Unicorn', 'The Goddess of Ganymede']"
1620,Jim Munroe,,['Post-cyberpunk'],['Everyone in Silico']
1621,Esther Freud,1963.0,['Autobiographical novel'],['Hideous Kinky']
1622,Koji Suzuki,1957.0,['Horror'],"['Ring (Suzuki novel)', 'S (Suzuki novel)', 'S (Suzuki novel)']"
1623,Frederik Pohl,1919.0,,"['The Annals of the Heechee', 'The Other End of Time (novel)', 'The Siege of Eternity', 'The Far Shore of Time', 'Syzygy (novel)', 'Starburst (novel)', 'The Coming of the Quantum Cats', 'Chernobyl (novel)', 'Narabedla Ltd.', 'Homegoing (Pohl novel)', 'The World at the End of Time', 'Stopping at Slowyear', 'Wolfbane (novel)', 'The Reefs of Space', 'Starchild (novel)', 'Rogue Star (novel)', 'Wall Around a Star', 'The Last Theorem', 'Gateway (novel)', 'Beyond the Blue Event Horizon', 'Heechee Rendezvous', 'The Annals of the Heechee', 'The Other End of Time (novel)', 'The Siege of Eternity', 'The Far Shore of Time', 'Man Plus', 'Wall Around a Star', 'The Reefs of Space', 'Starchild (novel)', 'Rogue Star (novel)', ""The Merchants' War (Pohl novel)"", 'Slave Ship (Pohl novel)', ""Drunkard's Walk (novel)"", 'A Plague of Pythons', 'The Age of the Pussyfoot', 'The Cool War', 'Starburst (novel)', 'The Years of the City', 'Black Star Rising', 'The Coming of the Quantum Cats', 'Chernobyl (novel)', 'Narabedla Ltd.', 'Homegoing (Pohl novel)', 'The World at the End of Time', 'Stopping at Slowyear']"
1624,Sean Hannity,1961.0,,['The Conservative Illusion']
1625,Cheryl Kaye Tardif,,,
1626,Moacyr Scliar,1937.0,,[]
1627,Lisa St Aubin de Terán,1953.0,"Novels, Autobiographical fiction",[]
1628,Jack Dann,1945.0,,[]
1629,George Selden,,,
1630,Simon Kernick,,,[]
1631,R. F. Delderfield,1912.0,"Fiction, theatre",[]
1632,Rebecca West,1892.0,,[]
1633,Stephanie S. Tolan,1942.0,Children's literature,[]
1634,Peter Tompkins,1919.0,,[]
1635,Hugh Lofting,1886.0,"Children's literature, fantasy",[]
1636,Stephen Jay Gould,1941.0,,[]
1637,Diane Siebert,,,
1638,Frédéric Bastiat,1801.0,,[]
1639,J. Neil Schulman,1953.0,"Libertarian science fiction, comedy.",[]
1640,C. S. Friedman,1957.0,"Science fiction, fantasy",[]
1641,Jerome Lawrence,1915.0,,[]
1642,Desmond Morris,1928.0,['Non-fiction'],['The Naked Woman']
1643,Robert G. L. Waite,1919.0,,[]
1644,Naguib Mahfouz,1911.0,['Historical Novel'],"['The Coffeehouse', 'Palace Walk', 'Palace of Desire (novel)', 'Sugar Street (novel)', ""Khufu's Wisdom"", 'Rhadopis of Nubia', 'Thebes at War', 'Midaq Alley (novel)', 'The Mirage (Mahfouz novel)', 'The Beginning and the End (novel)', 'Children of Gebelawi', 'The Thief and the Dogs', 'Autumn Quail', 'The Search (novel)', 'The Beggar (novella)', 'Adrift on the Nile', 'Miramar (novel)', 'Mirrors (novel)', 'Karnak Café (novel)', 'The Harafish', 'Wedding Song (novel)', 'Arabian Nights and Days', 'The Day the Leader Was Killed', 'Akhenaten, Dweller in Truth', 'The Coffeehouse']"
1645,Laura Anne Gilman,1967.0,"Fantasy, Romance, Science fiction, Paranormal romance, Horror",[]
1646,Timothy Zahn,1951.0,['Science fiction'],"['Star Wars: Thrawn', ""Survivor's Quest"", 'Allegiance (novel)', 'Star Wars: Scoundrels', 'The Blackcollar', 'The Icarus Hunt', 'Dragon and Thief', 'Dragon and Soldier', 'Dragon and Liberator', 'StarCraft', 'The Green and the Gray', 'Star Wars: Thrawn', 'Thrawn: Alliances', 'Thrawn: Treason', ""Survivor's Quest"", 'Allegiance (novel)', 'Star Wars: Scoundrels', 'Dragon and Thief', 'Dragon and Soldier', 'Dragon and Liberator', 'Spinneret (novel)', 'The Icarus Hunt', 'The Green and the Gray']"
1647,Peter Goldsworthy,1951.0,,[]
1648,Jon mcgregor,1976.0,['Travelogue'],['Long Way Down']
1649,Jim Grimsley,1955.0,,[]
1650,Thomas Middleton,,,[]
1651,Nancy Garden,1938.0,Young-adult and children's novelssupernatural fiction,[]
1652,Richard Kelly,,,
1653,George Lillo,1691.0,,[]
1654,Mori Ogai,1862.0,,[]
1655,Kathy Acker,1947.0,['Experimental fiction'],['Blood and Guts in High School']
1656,Emanuel J Mickel,,,
1657,H. A. Rey,1898.0,Children's literature,[]
1658,Paul Leonard,,,
1659,Richard Armstrong,,,
1660,Elizabeth Lewis,,,
1661,Jenny Diski,1947.0,"Autobiography, fiction, non-fiction, travel",[]
1662,Dennis Danvers,,,[]
1663,Sarah Schulman,1958.0,,[]
1664,Frances Temple,,,[]
1665,Dudley Pope,,,[]
1666,A. Merritt,1884.0,"Speculative fiction, supernatural fiction",[]
1667,Sylvia Engdahl,,,[]
1668,Lorrie Moore,1957.0,,[]
1669,Delacorta,,,[]
1670,Gustav Meyrink,1868.0,,"['The Golem (Meyrink novel)', 'The Green Face', 'The Angel of the West Window']"
1671,William Butler,,,
1672,Shani Mootoo,,,[]
1673,Erskine Caldwell,1903.0,,"[""God's Little Acre"", 'Place Called Estherville', 'Tobacco Road (novel)', ""God's Little Acre"", 'Place Called Estherville', 'Kneel to the Rising Sun', 'You Have Seen Their Faces']"
1674,Elizabeth Daly,1878.0,,[]
1675,Deborah Nourse Lattimore,,,
1676,Tom Stoppard,1937.0,Dramatic comedytragicomedy,[]
1677,Betty Friedan,1921.0,,"['The Feminine Mystique', 'The Second Stage']"
1678,David F. Dodge,,,[]
1679,Pat McCabe,,,
